Release,QualifiedType,QualifiedProperty,MinOccurs,MaxOccurs,Definition
3.0,biom:ImageQualityType,biom:ImageQualityAugmentationPoint,0,unbounded,
3.0,biom:ImageSegmentType,biom:ImageSegmentIdentification,0,unbounded,
3.0,biom:ImageSegmentType,biom:ImageSegmentInternalIdentification,0,unbounded,
3.0,biom:ImageSegmentType,biom:PositionPolygonVertexQuantity,0,unbounded,
3.0,biom:ImageSegmentType,biom:PositionPolygonVertex,0,99,
3.0,biom:ImageSegmentType,biom:ImageSegmentAugmentationPoint,0,unbounded,
3.0,biom:ImageType,biom:ImageBitsPerPixelQuantity,0,unbounded,
3.0,biom:ImageType,biom:ImageCaptureDetail,0,unbounded,
3.0,biom:ImageType,biom:ImageColorSpace,0,unbounded,
3.0,biom:ImageType,biom:ImageCommentText,0,unbounded,
3.0,biom:ImageType,biom:ImageCompressionAlgorithm,0,unbounded,
3.0,biom:ImageType,biom:ImageHorizontalLineLengthPixelQuantity,0,unbounded,
3.0,biom:ImageType,biom:ImageHorizontalPixelDensityValue,0,unbounded,
3.0,biom:ImageType,biom:ImageQuality,0,9,
3.0,biom:ImageType,biom:ImageScaleUnitsCode,0,unbounded,
3.0,nc:ImageType,nc:ImageHeightValue,0,unbounded,
3.0,biom:ImageType,biom:ImageCategoryCode,0,unbounded,
3.0,biom:ImageType,biom:ImageVerticalLineLengthPixelQuantity,0,unbounded,
3.0,biom:ImageType,biom:ImageVerticalPixelDensityValue,0,unbounded,
3.0,biom:ImageType,biom:ImageDistortion,0,unbounded,
3.0,biom:ImageType,biom:NativeScanningResolutionValue,0,unbounded,
3.0,biom:ImageType,biom:NominalScanningResolutionValue,0,unbounded,
3.0,biom:ImageType,biom:ScanningResolutionCategoryCode,0,unbounded,
3.0,nc:ImageType,nc:ImageLocation,0,unbounded,
3.0,nc:ImageType,nc:ImageWidthValue,0,unbounded,
3.0,biom:ImageType,biom:ImageAugmentationPoint,0,unbounded,
3.0,nc:ImageType,nc:ImageAugmentationPoint,0,unbounded,
3.0,im:ImmigrantRoleType,im:ImmigrantRoleAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitApplicationType,im:FileReceivedDate,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:GenericBenefitDate,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:BenefitInsertionDate,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:PremiumProcessingIndicator,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:OfficeLocationText,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:OfficeSubLocationText,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:MultipleBeneficiaryIndicator,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:ImmigrationReceiptNumberIdentification,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:FormNameDescriptionText,0,1,
3.0,im:ImmigrationBenefitApplicationType,im:FormSubmittedDate,0,1,
3.0,im:ImmigrationBenefitApplicationType,scr:InterviewEncounter,0,unbounded,
3.0,im:ImmigrationBenefitApplicationType,im:ImmigrationBenefitApplicationAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,im:ChangeOfNonImmigrantStatusIndicator,0,1,
3.0,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,nc:PersonUnionAssociation,0,unbounded,
3.0,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,im:Dependent,0,unbounded,
3.0,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,im:SEVISID,0,1,
3.0,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,cyfs:ParentChildAssociation,0,unbounded,
3.0,im:ImmigrationBenefitChangeOfNonImmigrantStatusType,im:ImmigrationBenefitChangeOfNonImmigrantStatusAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitChangeOfStatusEligibilityType,im:ScholarshipGrantAmount,0,unbounded,
3.0,im:ImmigrationBenefitChangeOfStatusEligibilityType,im:ImmigrationBenefitChangeOfStatusEligibilityAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitDeclarationType,nc:Person,0,1,
3.0,im:ImmigrationBenefitDeclarationType,im:IndicatorDescriptionPair,0,1,
3.0,im:ImmigrationBenefitDeclarationType,im:BenefitDeclarationOtherResponseText,0,unbounded,
3.0,im:ImmigrationBenefitDeclarationType,im:BenefitDeclarationStatementText,0,unbounded,
3.0,im:ImmigrationBenefitDeclarationType,im:BenefitDeclarationAdditionalInformationText,0,unbounded,
3.0,im:ImmigrationBenefitDeclarationType,im:ImmigrationBenefitDeclarationAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,nc:Person,0,unbounded,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,im:DisabilityImpairmentIndicator,0,unbounded,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,im:DeafHardHearingIndicator,0,1,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,im:BlindSightImpairedIndicator,0,1,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,im:DisabilityAccommodationIndicator,0,1,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,im:DeafHardHearingAccommodationText,0,1,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,im:BlindSightImpairedAccommodationText,0,1,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,im:DisabilityAccommodationText,0,1,
3.0,im:ImmigrationBenefitDisabilityAccommodationType,im:ImmigrationBenefitDisabilityAccommodationAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitEligibilityPrincipalAlienType,im:PrincipalRolePerson,0,1,
3.0,im:ImmigrationBenefitEligibilityPrincipalAlienType,im:NonImmigrantWorkerPetitionConcurrentlyFiledIndicator,0,1,
3.0,im:ImmigrationBenefitEligibilityPrincipalAlienType,im:NonImmigrantWorkerPetitionPreviouslyFiledReceiptNumberIdentification,0,1,
3.0,im:ImmigrationBenefitEligibilityPrincipalAlienType,im:NonImmigrantInspectionAdmissionStatus,0,1,
3.0,im:ImmigrationBenefitEligibilityPrincipalAlienType,im:ImmigrationBenefitEligibilityPrincipalAlienAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitEligibilityType,j:Arrest,0,unbounded,
3.0,im:ImmigrationBenefitEligibilityType,j:Conviction,0,unbounded,
3.0,im:ImmigrationBenefitEligibilityType,im:ImmigrationDeportation,0,unbounded,
3.0,im:ImmigrationBenefitEligibilityType,im:ImmigrationBenefitDeclaration,0,unbounded,
3.0,im:ImmigrationBenefitEligibilityType,im:ImmigrationBenefitEligibilityAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitEvidenceType,im:ArrivalDepartureNotProvidingReasonText,0,1,
3.0,im:ImmigrationBenefitEvidenceType,im:BenefitEvidenceCategory,0,unbounded,
3.0,im:ImmigrationBenefitEvidenceType,im:BenefitEvidenceNotProvidedReasonText,0,unbounded,
3.0,im:ImmigrationBenefitEvidenceType,im:ImmigrationBenefitEvidenceAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitEligibilityPrincipalAlien,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrantVisaApplicant,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrantVisaCaseReceiptNumberIdentification,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:BeneficiaryReceivedOtherBenefits,0,unbounded,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:BeneficiaryReceivedOtherBenefitsCaseReceiptNumberIdentification,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:PermanentResidentAdjustmentApplicant,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:PermanentResidentAdjustmentCaseReceiptNumberIdentification,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:AlienExchangeVisitorRole,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:ExchangeVisitorTwoYearForeignResidentRequirementIndicator,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:ExchangeVisitorTwoYearForeignResidentWaiverIndicator,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:ExchangeVisitorCaseReceiptNumberIdentification,0,1,
3.0,im:ImmigrationBenefitExtendChangeStatusEligibilityType,im:ImmigrationBenefitExtendChangeStatusEligibilityAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitExtensionOfStayEligibilityType,im:ScholarshipGrantAmount,0,unbounded,
3.0,im:ImmigrationBenefitExtensionOfStayEligibilityType,im:ImmigrationBenefitExtensionOfStayEligibilityAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitExtensionOfStayType,im:ExtensionOfStayDate,1,1,
3.0,im:ImmigrationBenefitExtensionOfStayType,nc:PersonUnionAssociation,0,unbounded,
3.0,im:ImmigrationBenefitExtensionOfStayType,im:Dependent,0,unbounded,
3.0,im:ImmigrationBenefitExtensionOfStayType,cyfs:ParentChildAssociation,0,unbounded,
3.0,im:ImmigrationBenefitExtensionOfStayType,im:ImmigrationBenefitExtensionOfStayAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitMisconductDeclarationType,im:Country,0,1,
3.0,im:ImmigrationBenefitMisconductDeclarationType,im:TargetOrganizationName,0,1,
3.0,im:ImmigrationBenefitMisconductDeclarationType,im:ImmigrationBenefitMisconductDeclarationAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,im:ReinstatementOfStudentStatusIndicator,0,unbounded,
3.0,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityType,im:ImmigrationBenefitReinstatementOfStudentStatusEligibilityAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitReinstatementOfStudentStatusType,im:ReinstatementOfStudentStatusIndicator,0,1,
3.0,im:ImmigrationBenefitReinstatementOfStudentStatusType,im:ImmigrationBenefitReinstatementOfStudentStatusAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitRepresentativeType,im:BenefitRequestPreparer,0,1,
3.0,im:ImmigrationBenefitRepresentativeType,im:BenefitRequestSignatureIndicator,0,1,
3.0,im:ImmigrationBenefitRepresentativeType,im:BenefitRequestSignatureDate,0,1,
3.0,im:ImmigrationBenefitRepresentativeType,im:ImmigrationBenefitRepresentativeAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,nc:Person,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,im:PersonCountryAssociation,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,nc:ContactInformation,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,nc:PersonUnionAssociation,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,nc:PersonEmploymentAssociation,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitRequester,1,1,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitApplication,0,1,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitEligibility,0,1,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitBeneficiary,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitDisabilityAccommodations,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitRepresentative,0,1,
3.0,im:ImmigrationBenefitRequestType,im:PersonCountryRole,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,nc:Organization,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,im:Country,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitEvidence,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitSignature,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,cyfs:ParentChildAssociation,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,cyfs:PersonOtherKinAssociation,0,unbounded,
3.0,im:ImmigrationBenefitRequestType,im:ImmigrationBenefitRequestAugmentationPoint,0,unbounded,
3.0,im:ImmigrationBenefitSignatureType,im:BenefitRequestSignatureIndicator,0,1,
3.0,im:ImmigrationBenefitSignatureType,im:BenefitRequestSignatureDate,0,1,
3.0,im:ImmigrationBenefitSignatureType,nc:Person,0,unbounded,
3.0,im:ImmigrationBenefitSignatureType,im:ImmigrationBenefitSignatureAugmentationPoint,0,unbounded,
3.0,im:ImmigrationDeportationType,nc:Person,0,1,
3.0,im:ImmigrationDeportationType,im:DeportationLocation,0,1,
3.0,im:ImmigrationDeportationType,im:DeportationCompleteIndicator,0,1,
3.0,im:ImmigrationDeportationType,im:DeportationInProgressIndicator,0,1,
3.0,im:ImmigrationDeportationType,im:DepartProofText,0,1,
3.0,im:ImmigrationDeportationType,im:DepartProofDescriptionText,0,1,
3.0,im:ImmigrationDeportationType,im:ImmigrationDeportationAugmentationPoint,0,unbounded,
3.0,im:ImmigrationDetentionType,im:SentenceTimeNumeric,0,unbounded,
3.0,im:ImmigrationDetentionType,im:MedicationIndicator,0,unbounded,
3.0,im:ImmigrationDetentionType,im:BookOutOfficer,0,unbounded,
3.0,im:ImmigrationDetentionType,im:SearchOfficer,0,unbounded,
3.0,im:ImmigrationDetentionType,im:BookInOfficer,0,unbounded,
3.0,im:ImmigrationDetentionType,im:ReleaseConditionText,0,unbounded,
3.0,im:ImmigrationDetentionType,scr:ProjectedReleaseDate,0,unbounded,
3.0,im:ImmigrationDetentionType,scr:MedicationText,0,unbounded,
3.0,im:ImmigrationDetentionType,im:ActualReleaseDate,0,unbounded,
3.0,im:ImmigrationDetentionType,scr:InmateNumberID,0,unbounded,
3.0,im:ImmigrationDetentionType,im:ReleaseReason,0,unbounded,
3.0,im:ImmigrationDetentionType,im:DetainerLiftReason,0,unbounded,
3.0,im:ImmigrationDetentionType,im:ConsulateNotifiedDate,0,unbounded,
3.0,im:ImmigrationDetentionType,im:BarracksCategoryText,0,unbounded,
3.0,im:ImmigrationDetentionType,im:BaggageReceiptNumberID,0,unbounded,
3.0,im:ImmigrationDetentionType,im:ImmigrationDetentionAugmentationPoint,0,unbounded,
3.0,im:ImmigrationDocumentSubmitterType,im:SubmittingEntity,0,unbounded,
3.0,im:ImmigrationDocumentSubmitterType,im:DocumentSubmittedDate,0,unbounded,
3.0,im:ImmigrationDocumentSubmitterType,im:AlienNumber,0,unbounded,
3.0,im:ImmigrationDocumentSubmitterType,im:ImmigrationDocumentSubmitterAugmentationPoint,0,unbounded,
3.0,scr:ImmigrationStatusType,scr:AdmitMaximumDayQuantity,0,unbounded,
3.0,scr:ImmigrationStatusType,scr:AdmitDefaultDayQuantity,0,unbounded,
3.0,scr:ImmigrationStatusType,scr:ClassOfAdmissionDurationBasisCategoryText,0,unbounded,
3.0,scr:ImmigrationStatusType,scr:ClassOfAdmissionDurationBasisCategoryDescriptionText,0,unbounded,
3.0,scr:ImmigrationStatusType,scr:ImmigrationStatusAugmentationPoint,0,unbounded,
3.0,it:ImporterType,it:ImporterIdentification,0,unbounded,
3.0,it:ImporterType,it:ImporterIDCategory,0,unbounded,
3.0,it:ImporterType,it:RoleOfParty,0,unbounded,
3.0,it:ImporterType,it:ImporterAugmentationPoint,0,unbounded,
3.0,j:IncarcerationType,j:IncarcerationProjectedReleaseMethodText,0,unbounded,
3.0,j:IncarcerationType,j:IncarcerationParoleEligibilityDate,0,unbounded,
3.0,j:IncarcerationType,j:IncarcerationProjectedReleasePreparationDate,0,unbounded,
3.0,j:IncarcerationType,j:IncarcerationProjectedReleaseDate,0,unbounded,
3.0,j:IncarcerationType,j:IncarcerationAugmentationPoint,0,unbounded,
3.0,j:IncidentArrestAssociationType,j:Arrest,0,unbounded,
3.0,j:IncidentArrestAssociationType,nc:Incident,0,unbounded,
3.0,j:IncidentArrestAssociationType,j:IncidentArrestAssociationAugmentationPoint,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentWeather,0,unbounded,
3.0,j:IncidentAugmentationType,j:AmberAlertIssuedIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentLightingText,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentArrest,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentEvidenceHeldIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentArrestCountQuantity,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentArrestMadeIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentAssistingOfficial,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentGeneralCategory,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentCriminalIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentDamagedItem,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentEvidence,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentExceptionalClearance,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentExceptionalClearanceDate,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentForceInvolvedIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentForm,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentInjuryLevelText,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentInvolvedItem,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentInvolvedStructure,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentMethodDescriptionText,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentMinorInvolvedIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentMissingPersonFoundText,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentNonPropertyItemText,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentOfficialPresentIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentPrintsRequestedIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentItemDisposition,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentRecoveredItem,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentRecoveredVehicleQuantity,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentReportingOfficial,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentResponseOfficial,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentResponseOrganization,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentSeizedItem,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentServiceCall,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentSourceText,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentStolenItem,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentStolenVehicleQuantity,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentSubject,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentSubjectOrganization,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentSubjectWeapon,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentSupervisingOfficial,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentSurroundingLocation,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentTarget,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentTrafficAccidentInvolvedIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentDisseminationLevel,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentVictim,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentWeaponInvolvedIndicator,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentWitness,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentEntryPoint,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentExitPoint,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentFactor,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentForce,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentLevel,0,unbounded,
3.0,j:IncidentAugmentationType,j:IncidentStructuresEnteredQuantity,0,unbounded,
3.0,j:IncidentFactorType,j:IncidentFactorValue,0,unbounded,
3.0,j:IncidentFactorType,j:IncidentFactorDescriptionText,0,unbounded,
3.0,j:IncidentFactorType,j:IncidentFactorKnownIndicator,0,unbounded,
3.0,j:IncidentFactorType,j:IncidentFactorSubCategoryText,0,unbounded,
3.0,j:IncidentFactorType,j:IncidentFactorAugmentationPoint,0,unbounded,
3.0,j:IncidentFormType,j:IncidentFormCommentText,0,unbounded,
3.0,j:IncidentFormType,j:IncidentFormName,0,unbounded,
3.0,j:IncidentFormType,j:IncidentFormSubmittedIndicator,0,unbounded,
3.0,j:IncidentFormType,j:IncidentFormAugmentationPoint,0,unbounded,
3.0,scr:IncidentLeadAssociationType,nc:Incident,0,unbounded,
3.0,scr:IncidentLeadAssociationType,scr:Lead,0,unbounded,
3.0,scr:IncidentLeadAssociationType,scr:IncidentLeadAssociationAugmentationPoint,0,unbounded,
3.0,j:IncidentLocationAssociationType,nc:Location,0,unbounded,
3.0,j:IncidentLocationAssociationType,nc:Incident,0,unbounded,
3.0,j:IncidentLocationAssociationType,j:IncidentLocationAssociationAugmentationPoint,0,unbounded,
3.0,scr:IncidentPersonEncounterAssociationType,nc:Incident,0,unbounded,
3.0,scr:IncidentPersonEncounterAssociationType,nc:Person,0,unbounded,
3.0,scr:IncidentPersonEncounterAssociationType,nc:PersonEncounter,0,unbounded,
3.0,scr:IncidentPersonEncounterAssociationType,scr:IncidentPersonEncounterAssociationAugmentationPoint,0,unbounded,
3.0,j:IncidentServiceCallAssociationType,j:ServiceCall,0,unbounded,
3.0,j:IncidentServiceCallAssociationType,nc:Incident,0,unbounded,
3.0,j:IncidentServiceCallAssociationType,j:IncidentServiceCallAssociationAugmentationPoint,0,unbounded,
3.0,nc:IncidentType,nc:IncidentLocation,0,unbounded,
3.0,nc:IncidentType,nc:IncidentEvent,0,unbounded,
3.0,nc:IncidentType,nc:IncidentJurisdictionalOrganization,0,unbounded,
3.0,nc:IncidentType,nc:IncidentObservationText,0,unbounded,
3.0,nc:IncidentType,nc:IncidentReportedNarrative,0,unbounded,
3.0,nc:IncidentType,nc:IncidentDayPeriodText,0,unbounded,
3.0,nc:IncidentType,nc:IncidentAugmentationPoint,0,unbounded,
3.0,j:IncomeSourceAssociationType,j:ServiceProviderPerson,0,unbounded,
3.0,j:IncomeSourceAssociationType,j:ServiceProviderOrganization,0,unbounded,
3.0,j:IncomeSourceAssociationType,j:IncomeRecipientPerson,0,unbounded,
3.0,j:IncomeSourceAssociationType,j:IncomeSourceAmount,0,unbounded,
3.0,j:IncomeSourceAssociationType,j:ServiceRecipientOrganization,0,unbounded,
3.0,j:IncomeSourceAssociationType,j:IncomeSourceFrequencyText,0,unbounded,
3.0,j:IncomeSourceAssociationType,j:IncomeSourceDescriptionText,0,unbounded,
3.0,j:IncomeSourceAssociationType,j:IncomeSourceAssociationAugmentationPoint,0,unbounded,
3.0,im:IndicatorDescriptionPairType,im:ResponseIndicator,0,1,
3.0,im:IndicatorDescriptionPairType,im:ResponseYesIndicator,0,1,
3.0,im:IndicatorDescriptionPairType,im:ResponseNoIndicator,0,1,
3.0,im:IndicatorDescriptionPairType,im:ResponseDescriptionText,0,1,
3.0,im:IndicatorDescriptionPairType,im:IndicatorDescriptionPairAugmentationPoint,0,unbounded,
3.0,nc:InjuryType,nc:InjuryLocation,0,unbounded,
3.0,nc:InjuryType,nc:InjuryCategory,0,unbounded,
3.0,nc:InjuryType,nc:InjuryDate,0,unbounded,
3.0,nc:InjuryType,nc:InjuryDescriptionText,0,unbounded,
3.0,nc:InjuryType,nc:InjuryCauser,0,unbounded,
3.0,nc:InjuryType,nc:InjurySustainer,0,unbounded,
3.0,nc:InjuryType,nc:InjurySeverity,0,unbounded,
3.0,nc:InjuryType,nc:InjuryAugmentationPoint,0,unbounded,
3.0,cbrn:InspectionDataType,cbrn:ScanIdentificationData,0,unbounded,
3.0,cbrn:InspectionDataType,cbrn:ThreatLevelDetermination,0,unbounded,
3.0,cbrn:InspectionDataType,cbrn:InspectionEventDateTime,0,unbounded,
3.0,cbrn:InspectionDataType,nc:SystemUserName,0,unbounded,
3.0,cbrn:InspectionDataType,cbrn:InspectionResolution,0,unbounded,
3.0,cbrn:InspectionDataType,cbrn:InspectionDataAugmentationPoint,0,unbounded,
3.0,j:InstantMessengerAssociationType,j:ReceiverOrganization,0,unbounded,
3.0,j:InstantMessengerAssociationType,j:OriginatorOrganization,0,unbounded,
3.0,j:InstantMessengerAssociationType,j:ReceiverPerson,0,unbounded,
3.0,j:InstantMessengerAssociationType,j:ReceiverInstantMessengerID,0,unbounded,
3.0,j:InstantMessengerAssociationType,j:OriginatorInstantMessengerID,0,unbounded,
3.0,j:InstantMessengerAssociationType,j:OriginatorPerson,0,unbounded,
3.0,j:InstantMessengerAssociationType,j:InstantMessengerAssociationAugmentationPoint,0,unbounded,
3.0,nc:InstantMessengerType,nc:InstantMessengerServiceName,0,unbounded,
3.0,nc:InstantMessengerType,nc:InstantMessengerScreenID,0,unbounded,
3.0,nc:InstantMessengerType,nc:InstantMessengerAugmentationPoint,0,unbounded,
3.0,j:InsuranceInsurerAssociationType,nc:Insurance,0,unbounded,
3.0,j:InsuranceInsurerAssociationType,nc:Organization,0,unbounded,
3.0,j:InsuranceInsurerAssociationType,j:InsuranceInsurerAssociationAugmentationPoint,0,unbounded,
3.0,nc:InsuranceType,nc:InsurancePolicyIdentification,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceCarrierIdentification,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceCarrierName,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceActiveIndicator,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceCancellationDate,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceCertifiedDate,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceCoverageCategory,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceCoveredItem,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceEffectiveDateRange,0,unbounded,
3.0,nc:InsuranceType,nc:InsurancePersonalIndicator,0,unbounded,
3.0,nc:InsuranceType,nc:InsuranceAugmentationPoint,0,unbounded,
3.0,nc:IntangibleItemType,nc:IntangibleItemCategory,0,unbounded,
3.0,nc:IntangibleItemType,nc:IntellectualItemBusinessAreaText,0,unbounded,
3.0,nc:IntangibleItemType,nc:IntangibleItemAugmentationPoint,0,unbounded,
3.0,nc:IntegerRangeType,nc:RangeMaximumIntegerValue,0,unbounded,
3.0,nc:IntegerRangeType,nc:RangeMinimumIntegerValue,0,unbounded,
3.0,nc:IntegerRangeType,nc:IntegerRangeAugmentationPoint,0,unbounded,
3.0,j:IntellectualPropertyAugmentationType,j:IntellectualPropertySubjectMatterCategory,0,unbounded,
3.0,nc:IntellectualPropertyType,nc:IntellectualPropertyRegistrationIdentification,0,unbounded,
3.0,nc:IntellectualPropertyType,nc:IntellectualPropertyCreationDate,0,unbounded,
3.0,nc:IntellectualPropertyType,nc:IntellectualPropertyCreationEventText,0,unbounded,
3.0,nc:IntellectualPropertyType,nc:IntellectualPropertyRegistrationDate,0,unbounded,
3.0,nc:IntellectualPropertyType,nc:IntellectualPropertyTerminationDate,0,unbounded,
3.0,nc:IntellectualPropertyType,nc:IntellectualPropertyTerminationEventText,0,unbounded,
3.0,nc:IntellectualPropertyType,nc:IntellectualPropertyAugmentationPoint,0,unbounded,
3.0,m:InterestType,m:InterestCategory,0,unbounded,
3.0,m:InterestType,m:InterestDateRange,0,unbounded,
3.0,m:InterestType,m:InterestDescriptionText,0,unbounded,
3.0,m:InterestType,m:InterestLevel,0,unbounded,
