Release,PropertyNS,PropertyName,QualifiedType,Definition,SubstitutionGroupQualifiedProperty,IsElement,IsAbstract,Keywords,ExampleContent,UsageInfo,QualifiedProperty
3.0,j,JurorForemanIndicator,niem-xs:boolean,True if a juror has been appointed as juror leader; false otherwise.,,TRUE,FALSE,,,,j:JurorForemanIndicator
3.0,j,JurorIdentification,nc:IdentificationType,A juror identification number that identifies a juror within a panel on which he or she is serving,,TRUE,FALSE,,,,j:JurorIdentification
3.0,j,JurorPanelIdentification,nc:IdentificationType,A panel identification number identifying the panel on which a juror is serving.,,TRUE,FALSE,,,,j:JurorPanelIdentification
3.0,j,JurorPrimaryIndicator,niem-xs:boolean,True if a person is a primary indicator; false if a person in an alternate juror.,,TRUE,FALSE,,,,j:JurorPrimaryIndicator
3.0,j,JusticeMetadata,j:JusticeMetadataType,Information that further qualifies the kind of data represented.,,TRUE,FALSE,,,,j:JusticeMetadata
3.0,cyfs,Juvenile,cyfs:JuvenileType,"A role of a juvenile, played by a person defined as a juvenile rather than an adult under the law.",,TRUE,FALSE,,,,cyfs:Juvenile
3.0,cyfs,JuvenileAbuseNeglectAllegation,cyfs:JuvenileAbuseNeglectAllegationType,A set of specifics of the referred incident of abuse or neglect as it relates to the victim. Information recorded includes the Abuse/Neglect Category and Type as well as narrative descriptions of the abuse and/or injuries,,TRUE,FALSE,,,,cyfs:JuvenileAbuseNeglectAllegation
3.0,cyfs,JuvenileAbuseNeglectAllegationAugmentationPoint,,An augmentation point for JuvenileAbuseNeglectAllegationType.,,TRUE,TRUE,,,,cyfs:JuvenileAbuseNeglectAllegationAugmentationPoint
3.0,j,JuvenileActivity,j:ArrestType,"An arrest, detention, referral, or other related activity of a juvenile.",,TRUE,FALSE,,,,j:JuvenileActivity
3.0,j,JuvenileActivityAgencyAssociation,j:JuvenileActivityAgencyAssociationType,"An association between an agency and a juvenile activity, e.g., a referral or detention.",,TRUE,FALSE,,,,j:JuvenileActivityAgencyAssociation
3.0,j,JuvenileActivityAgencyAssociationAugmentationPoint,,An augmentation point for JuvenileActivityAgencyAssociationType.,,TRUE,TRUE,,,,j:JuvenileActivityAgencyAssociationAugmentationPoint
3.0,j,JuvenileActivityAgencyRecordIdentification,nc:IdentificationType,"A records management system identification number of the originating case agency for a Juvenile Justice matter, related to a delinquent act.",,TRUE,FALSE,,,,j:JuvenileActivityAgencyRecordIdentification
3.0,j,JuvenileActivityAugmentationPoint,,An augmentation point for JuvenileActivityType.,,TRUE,TRUE,,,,j:JuvenileActivityAugmentationPoint
3.0,j,JuvenileActivityChargeAugmentationPoint,,An augmentation point for JuvenileActivityChargeType.,,TRUE,TRUE,,,,j:JuvenileActivityChargeAugmentationPoint
3.0,j,JuvenileActivityChargeDispositionAugmentationPoint,,An augmentation point for JuvenileActivityChargeDispositionType.,,TRUE,TRUE,,,,j:JuvenileActivityChargeDispositionAugmentationPoint
3.0,cyfs,JuvenileAggravatingMitigatingAssessment,cyfs:JuvenileAggravatingMitigatingAssessmentType,"An assessment of aggravating or mitigating actions, behavior, or other considerations.",,TRUE,FALSE,,,,cyfs:JuvenileAggravatingMitigatingAssessment
3.0,cyfs,JuvenileAggravatingMitigatingAssessmentAugmentationPoint,,An augmentation point for JuvenileAggravatingMitigatingAssessmentType.,,TRUE,TRUE,,,,cyfs:JuvenileAggravatingMitigatingAssessmentAugmentationPoint
3.0,cyfs,JuvenileAggravatingMitigatingAssessmentCategory,,"A data concept for describing whether an assessment is for aggravating or mitigating actions, behaviors, or conditions.",,TRUE,TRUE,,,,cyfs:JuvenileAggravatingMitigatingAssessmentCategory
3.0,cyfs,JuvenileAggravatingMitigatingAssessmentCategoryCode,cyfs:JuvenileAggravatingMitigatingAssessmentCategoryCodeType,"An enumeration that specifies whether an assessment is for Aggravating or Mitigating actions, behaviors, or conditions.",cyfs:JuvenileAggravatingMitigatingAssessmentCategory,TRUE,FALSE,,,,cyfs:JuvenileAggravatingMitigatingAssessmentCategoryCode
3.0,cyfs,JuvenileAggravatingMitigatingAssessmentCategoryText,nc:TextType,"A kind of assessment of a juvenile's aggravating or mitigating actions, behaviors, or other considerations.",cyfs:JuvenileAggravatingMitigatingAssessmentCategory,TRUE,FALSE,,,,cyfs:JuvenileAggravatingMitigatingAssessmentCategoryText
3.0,cyfs,JuvenileArrestedFriendsIndicator,niem-xs:boolean,True if the juvenile's friends who have been arrested; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileArrestedFriendsIndicator
3.0,j,JuvenileAsAdultIndicator,niem-xs:boolean,True if a juvenile is to be processed as an adult; false otherwise.,,TRUE,FALSE,,,,j:JuvenileAsAdultIndicator
3.0,cyfs,JuvenileAssessmentAugmentationPoint,,An augmentation point for JuvenileAssessmentType.,,TRUE,TRUE,,,,cyfs:JuvenileAssessmentAugmentationPoint
3.0,cyfs,JuvenileAttentionDisorderDiagnosisIndicator,niem-xs:boolean,True if diagnosed with Attention Deficit Disorder (ADD) or as Hyperactive; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileAttentionDisorderDiagnosisIndicator
3.0,cyfs,JuvenileAugmentationPoint,,An augmentation point for JuvenileType.,,TRUE,TRUE,,,,cyfs:JuvenileAugmentationPoint
3.0,cyfs,JuvenileBehaviorDescriptionText,nc:TextType,A description of behaviors exhibited by a juvenile.,,TRUE,FALSE,,,,cyfs:JuvenileBehaviorDescriptionText
3.0,cyfs,JuvenileCase,cyfs:JuvenileCaseType,"An aggregation of information about a set of related activities and events pertaining to a juvenile. This can be, but is not necessarily, a court case.",,TRUE,FALSE,,,,cyfs:JuvenileCase
3.0,cyfs,JuvenileCaseAugmentationPoint,,An augmentation point for JuvenileCaseType.,,TRUE,TRUE,,,,cyfs:JuvenileCaseAugmentationPoint
3.0,cyfs,JuvenileCharge,cyfs:JuvenileChargeType,A formal allegation that a specific juvenile has committed a specific juvenile offense.,,TRUE,FALSE,,,,cyfs:JuvenileCharge
3.0,cyfs,JuvenileChargeAugmentationPoint,,An augmentation point for JuvenileChargeType.,,TRUE,TRUE,,,,cyfs:JuvenileChargeAugmentationPoint
3.0,cyfs,JuvenileChargeStatusOffenseIndicator,niem-xs:boolean,True if the alleged act is an offense when committed by a juvenile but not when committed by an adult; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileChargeStatusOffenseIndicator
3.0,cyfs,JuvenileChildEverAdoptedIndicator,niem-xs:boolean,True if the juvenile was ever adopted; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileChildEverAdoptedIndicator
3.0,scr,JuvenileClaimedIndicator,niem-xs:boolean,True if the alien claims to be a juvenile; false otherwise.,,TRUE,FALSE,,,,scr:JuvenileClaimedIndicator
3.0,cyfs,JuvenileCulturalFactorsDescriptionText,nc:TextType,A description of the specific cultural needs of a juvenile and family.,,TRUE,FALSE,,,,cyfs:JuvenileCulturalFactorsDescriptionText
3.0,cyfs,JuvenileDeceasedParentIndicator,niem-xs:boolean,True if either of the child's parents are deceased; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileDeceasedParentIndicator
3.0,cyfs,JuvenileEducationOrganizationAssociation,cyfs:JuvenileEducationOrganizationAssociationType,An association between a juvenile and the education organization where the juvenile is enrolled as a student.,,TRUE,FALSE,,,,cyfs:JuvenileEducationOrganizationAssociation
3.0,cyfs,JuvenileEducationOrganizationAssociationAugmentationPoint,,An augmentation point for JuvenileEducationOrganizationAssociationType.,,TRUE,TRUE,,,,cyfs:JuvenileEducationOrganizationAssociationAugmentationPoint
3.0,cyfs,JuvenileEmotionalDisturbanceIndicator,niem-xs:boolean,True if the juvenile has an emotional disturbance; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileEmotionalDisturbanceIndicator
3.0,cyfs,JuvenileFamilyFinancialProblem,,A data concept for expressing the financial problems that a child or youth's family is experiencing.,,TRUE,TRUE,,,,cyfs:JuvenileFamilyFinancialProblem
3.0,cyfs,JuvenileFamilyFinancialProblemCode,cyfs:JuvenileFamilyFinancialProblemCodeType,A description of whether juvenile's family is experiencing financial problems.,cyfs:JuvenileFamilyFinancialProblem,TRUE,FALSE,,,,cyfs:JuvenileFamilyFinancialProblemCode
3.0,cyfs,JuvenileFamilyFinancialProblemText,nc:TextType,A description of whether juvenile's family is experiencing financial problems.,cyfs:JuvenileFamilyFinancialProblem,TRUE,FALSE,,,,cyfs:JuvenileFamilyFinancialProblemText
3.0,cyfs,JuvenileFireSettingCase,cyfs:JuvenileFireSettingCaseType,An aggregation of information about a set of related activities and events pertaining to a juvenile and firesetting activities.,,TRUE,FALSE,,,,cyfs:JuvenileFireSettingCase
3.0,cyfs,JuvenileFireSettingCaseAugmentationPoint,,An augmentation point for JuvenileFiresettingCaseType.,,TRUE,TRUE,,,,cyfs:JuvenileFireSettingCaseAugmentationPoint
3.0,cyfs,JuvenileFosterCarePlacementIndicator,niem-xs:boolean,True if juvenile was ever placed in foster care home or group home; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileFosterCarePlacementIndicator
3.0,cyfs,JuvenileFutureGoalDescriptionText,nc:TextType,A description of a future aspiration or goal.,,TRUE,FALSE,,,,cyfs:JuvenileFutureGoalDescriptionText
3.0,cyfs,JuvenileGangActiveBeginDate,nc:DateType,A date an individual became active within a gang.,,TRUE,FALSE,,,,cyfs:JuvenileGangActiveBeginDate
3.0,cyfs,JuvenileGangActiveEndDate,nc:DateType,A date an individual ended activity within a gang.,,TRUE,FALSE,,,,cyfs:JuvenileGangActiveEndDate
3.0,cyfs,JuvenileGangAffiliationIndicator,niem-xs:boolean,True if the juvenile claims to be affiliated with a gang; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileGangAffiliationIndicator
3.0,cyfs,JuvenileGangAssociation,cyfs:JuvenileGangAssociationType,An association between a juvenile and a criminal gang organization.,,TRUE,FALSE,,,,cyfs:JuvenileGangAssociation
3.0,cyfs,JuvenileGangAssociationAugmentationPoint,,An augmentation point for JuvenileGangAssociationType.,,TRUE,TRUE,,,,cyfs:JuvenileGangAssociationAugmentationPoint
3.0,cyfs,JuvenileGangAssociationDescriptionText,nc:TextType,A description of the alleged association between a juvenile and a criminal gang organization.,,TRUE,FALSE,,,,cyfs:JuvenileGangAssociationDescriptionText
3.0,cyfs,JuvenileGangMember,nc:PersonType,A juvenile who is alleged to be associated with a criminal gang organization.,,TRUE,FALSE,,,,cyfs:JuvenileGangMember
3.0,cyfs,JuvenileGangStatus,nc:StatusType,A status of a person with respect to a gang.,,TRUE,FALSE,,,,cyfs:JuvenileGangStatus
3.0,cyfs,JuvenileHomelessnessIndicator,niem-xs:boolean,True if the juvenile is or has ever been homeless; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileHomelessnessIndicator
3.0,cyfs,JuvenileHomePrivacyIndicator,niem-xs:boolean,True if juvenile has their own space or private area at home; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileHomePrivacyIndicator
3.0,cyfs,JuvenileHomeSafeIndicator,niem-xs:boolean,True if juvenile's home is a safe place; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileHomeSafeIndicator
3.0,cyfs,JuvenileInformalAdjustmentIndicator,niem-xs:boolean,"True if the juvenile (with parental consent) admits the facts of the alleged delinquent act, and the tribunal approves the conditions of the juvenile's supervision for a period of time without being adjudicated; false otherwise.",,TRUE,FALSE,,,,cyfs:JuvenileInformalAdjustmentIndicator
3.0,cyfs,JuvenileIntakeAssessment,cyfs:JuvenileIntakeAssessmentType,A juvenile intake assessment.,,TRUE,FALSE,,,,cyfs:JuvenileIntakeAssessment
3.0,cyfs,JuvenileIntakeAssessmentAugmentationPoint,,An augmentation point for JuvenileIntakeAssessmentType.,,TRUE,TRUE,,,,cyfs:JuvenileIntakeAssessmentAugmentationPoint
3.0,cyfs,JuvenileKinshipCarePlacementIndicator,niem-xs:boolean,True if the juvenile was ever placed in kinship care; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileKinshipCarePlacementIndicator
3.0,cyfs,JuvenileLackOfNecessityIndicator,niem-xs:boolean,"True if the juvenile has ever lived without lights, power, water and/or food; false otherwise.",,TRUE,FALSE,,,,cyfs:JuvenileLackOfNecessityIndicator
3.0,cyfs,JuvenileLegalConcernsDescriptionText,nc:TextType,"A description of any legal concerns (for example, custodial information, restraining orders).",,TRUE,FALSE,,,,cyfs:JuvenileLegalConcernsDescriptionText
3.0,cyfs,JuvenileLivingSituationDescriptionText,nc:TextType,A description of other people living in the home with the juvenile and family.,,TRUE,FALSE,,,,cyfs:JuvenileLivingSituationDescriptionText
3.0,j,JuvenileOffenderIndicator,niem-xs:boolean,True if the legal status of a person is a juvenile; false otherwise.,,TRUE,FALSE,,,,j:JuvenileOffenderIndicator
3.0,cyfs,JuvenileOverallGrowthAssessmentDescriptionText,nc:TextType,A description of the evaluation of whether a juvenile's maturation is within normal limits.,,TRUE,FALSE,,,,cyfs:JuvenileOverallGrowthAssessmentDescriptionText
3.0,cyfs,JuvenileParentConversationIndicator,niem-xs:boolean,True if juvenile is able to talk to parent or guardian about important issues; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileParentConversationIndicator
3.0,cyfs,JuvenileParentSubstanceUseIndicator,niem-xs:boolean,True if parent or legal guardian uses drugs or alcohol; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileParentSubstanceUseIndicator
3.0,cyfs,JuvenilePlacement,cyfs:JuvenilePlacementType,A description of the placement where a juvenile is directed to reside during the pendency of the delinquency proceeding.,,TRUE,FALSE,,,,cyfs:JuvenilePlacement
3.0,cyfs,JuvenilePlacementAugmentationPoint,,An augmentation point for JuvenilePlacementType.,,TRUE,TRUE,,,,cyfs:JuvenilePlacementAugmentationPoint
3.0,cyfs,JuvenilePlacementFacilityAssociation,cyfs:JuvenilePlacementFacilityAssociationType,"An association between a juvenile and a facility where the juvenile is directed to reside (e.g., orphanage, teen shelter, detention center, etc.).",,TRUE,FALSE,,,,cyfs:JuvenilePlacementFacilityAssociation
3.0,cyfs,JuvenilePlacementFacilityAssociationAugmentationPoint,,An augmentation point for JuvenilePlacementFacilityAssociationType.,,TRUE,TRUE,,,,cyfs:JuvenilePlacementFacilityAssociationAugmentationPoint
3.0,cyfs,JuvenilePlacementGoalText,nc:TextType,"A description of the intended outcome of the placement (e.g., reunification, termination of parental rights, etc.).",,TRUE,FALSE,,,,cyfs:JuvenilePlacementGoalText
3.0,cyfs,JuvenilePlacementOtherLocationAssociation,cyfs:JuvenilePlacementOtherLocationAssociationType,"An association between a juvenile and a location -- other than a foster home, kin's residence, congregate care, or other facility -- where the juvenile is directed to reside.",,TRUE,FALSE,,,,cyfs:JuvenilePlacementOtherLocationAssociation
3.0,cyfs,JuvenilePlacementOtherLocationAssociationAugmentationPoint,,An augmentation point for JuvenilePlacementOtherLocationAssociationType.,,TRUE,TRUE,,,,cyfs:JuvenilePlacementOtherLocationAssociationAugmentationPoint
3.0,cyfs,JuvenilePlacementPersonAssociation,cyfs:JuvenilePlacementPersonAssociationType,"An association between a juvenile and a person with whom the juvenile is directed to reside (e.g., foster parent, grandparent, etc.).",,TRUE,FALSE,,,,cyfs:JuvenilePlacementPersonAssociation
3.0,cyfs,JuvenilePlacementPersonAssociationAugmentationPoint,,An augmentation point for JuvenilePlacementPersonAssociationType.,,TRUE,TRUE,,,,cyfs:JuvenilePlacementPersonAssociationAugmentationPoint
3.0,cyfs,JuvenilePlacementSupervisorAssociation,cyfs:JuvenilePlacementSupervisorAssociationType,"An association between a juvenile and an entity responsible for supervising the juvenile's placement (e.g., social services department, probation department, etc.).",,TRUE,FALSE,,,,cyfs:JuvenilePlacementSupervisorAssociation
3.0,cyfs,JuvenilePlacementSupervisorAssociationAugmentationPoint,,An augmentation point for JuvenilePlacementSupervisorAssociationType.,,TRUE,TRUE,,,,cyfs:JuvenilePlacementSupervisorAssociationAugmentationPoint
3.0,cyfs,JuvenilePlacementSupervisorPerson,nc:PersonType,"An agency's expert on out-of-home placement options, managing the process of matching a child with the most appropriate, available placement option in the locale.",,TRUE,FALSE,,,,cyfs:JuvenilePlacementSupervisorPerson
3.0,cyfs,JuvenilePositiveActivitiesDescriptionText,nc:TextType,A description of positive activities in which a juvenile engages.,,TRUE,FALSE,,,,cyfs:JuvenilePositiveActivitiesDescriptionText
3.0,cyfs,JuvenilePositiveActivitiesIndicator,niem-xs:boolean,True if a person engages in positive activities; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenilePositiveActivitiesIndicator
3.0,cyfs,JuvenilePositivePeerRelationshipIndicator,niem-xs:boolean,True if a person has positive relationships with peers; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenilePositivePeerRelationshipIndicator
3.0,cyfs,JuvenileProblemImpactDescriptionText,nc:TextType,A description of the impact of problems on family and social system.,,TRUE,FALSE,,,,cyfs:JuvenileProblemImpactDescriptionText
3.0,cyfs,JuvenileReceivesSubsidyIndicator,niem-xs:boolean,True if the juvenile receives a subsidy; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileReceivesSubsidyIndicator
3.0,cyfs,JuvenileRepeatOffenderIndicator,niem-xs:boolean,True if the person is a repeat offender; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileRepeatOffenderIndicator
3.0,cyfs,JuvenileSpecialNeed,,"A data concept for describing the characteristics that states might define as special needs, which qualify a child or youth's adoption for a subsidy under Title IV-E of the Social Security Act.",,TRUE,TRUE,,,,cyfs:JuvenileSpecialNeed
3.0,cyfs,JuvenileSpecialNeedCode,cyfs:JuvenileSpecialNeedCodeType,"An enumerated list from the Adoption and Foster Care Annual Reporting System, 45 CFR 1355, appendix B (Adoption Data Elements), section III (Special Needs Status).",cyfs:JuvenileSpecialNeed,TRUE,FALSE,,,,cyfs:JuvenileSpecialNeedCode
3.0,cyfs,JuvenileSpecialNeedsIndicator,niem-xs:boolean,True if the juvenile has any special need that qualifies his or her adoption for a subsidy under Title IV-E of the Social Security Act; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileSpecialNeedsIndicator
3.0,cyfs,JuvenileSpecialNeedText,nc:TextType,A textual description of a state-defined characteristic that qualifies a child's adoption for a subsidy under Title IV-E of the Social Security Act.,cyfs:JuvenileSpecialNeed,TRUE,FALSE,,,,cyfs:JuvenileSpecialNeedText
3.0,cyfs,JuvenileStatusOffenseIndicator,niem-xs:boolean,"True if the alleged act is an offense when committed by a juvenile but not when committed by an adult; false otherwise.  (i.e., acts such as truancy, violating curfew, running away from home, and the like are not offenses unless the offender is under the age of majority.)",,TRUE,FALSE,,,,cyfs:JuvenileStatusOffenseIndicator
3.0,cyfs,JuvenileStrengthsInterestsDescriptionText,nc:TextType,A description of the strengths and Interests of juvenile.,,TRUE,FALSE,,,,cyfs:JuvenileStrengthsInterestsDescriptionText
3.0,cyfs,JuvenileStudent,nc:PersonType,A juvenile who is currently enrolled in an educational program.,,TRUE,FALSE,,,,cyfs:JuvenileStudent
3.0,cyfs,JuvenileSupervisionCondition,cyfs:JuvenileSupervisionConditionType,A juvenile supervision condition information for an individual.,j:SupervisionCondition,TRUE,FALSE,,,,cyfs:JuvenileSupervisionCondition
3.0,cyfs,JuvenileSupervisionConditionAugmentationPoint,,An augmentation point for JuvenileSupervisionConditionType.,,TRUE,TRUE,,,,cyfs:JuvenileSupervisionConditionAugmentationPoint
3.0,cyfs,JuvenileSupervisionConditionFrequencyDescriptionText,nc:TextType,A description of the frequency of the supervision condition.,,TRUE,FALSE,,,,cyfs:JuvenileSupervisionConditionFrequencyDescriptionText
3.0,cyfs,JuvenileTroubledFriendsIndicator,niem-xs:boolean,True if friends get into trouble; false otherwise.,,TRUE,FALSE,,,,cyfs:JuvenileTroubledFriendsIndicator
3.0,scr,JuvenileVerifiedIndicator,niem-xs:boolean,True if the aliens claim to be a juvenile is confirmed; false otherwise.,,TRUE,FALSE,,,,scr:JuvenileVerifiedIndicator
3.0,j,KeepsakeCategoryCode,ndex:KeepsakeCategoryCodeType,A kind of item collected as a hobby or given in friendship.,nc:ItemCategory,TRUE,FALSE,,,,j:KeepsakeCategoryCode
3.0,nc,Kit,nc:ItemType,"A set of tools, supplies, instructional matter, or other materials collected for a specific purpose.",,TRUE,FALSE,,,,nc:Kit
3.0,j,KnifeCategoryCode,ndex:KnifeCategoryCodeType,A kind of knife.,nc:ItemCategory,TRUE,FALSE,,,,j:KnifeCategoryCode
3.0,j,KnownEnemyAssociation,nc:PersonAssociationType,A relationship between people who are known enemies.,,TRUE,FALSE,,,,j:KnownEnemyAssociation
3.0,em,LaborDeliveryServiceCoverageStatusCode,have-codes:AvailabilityStatusCodeType,A status code decribing the Sub-type element of the OBGYN services.,,TRUE,FALSE,,,,em:LaborDeliveryServiceCoverageStatusCode
3.0,xml,lang,,A human language used in the scope of the element to which it's attached.,,FALSE,FALSE,,,,xml:lang
3.0,nc,Language,,A data concept for a system of words or symbols used for communication.,,TRUE,TRUE,,,,nc:Language
3.0,nc,LanguageCode,iso_639-3:LanguageCodeType,A system of words or symbols used for communication.,nc:Language,TRUE,FALSE,,,,nc:LanguageCode
3.0,nc,LanguageName,nc:TextType,A name of a system of words or symbols used for communication.,nc:Language,TRUE,FALSE,,,,nc:LanguageName
3.0,it,LastLocationDateTime,niem-xs:dateTime,A DateTime of the last location of a container.,,TRUE,FALSE,,,,it:LastLocationDateTime
3.0,m,LastPortOfCall,m:PortVisitType,A last port of call for a vessel.,,TRUE,FALSE,,,,m:LastPortOfCall
3.0,nc,LastUpdatedDate,nc:DateType,A date information was last modified.,,TRUE,FALSE,,,,nc:LastUpdatedDate
3.0,cyfs,LastUpdatedTrackingID,niem-xs:string,An identifier of the person or program which made the most recent update.,,TRUE,FALSE,,,,cyfs:LastUpdatedTrackingID
3.0,scr,LastUpdateTECSUserID,niem-xs:string,An identifier for the UserID of the individual who last updated the record,,TRUE,FALSE,,,,scr:LastUpdateTECSUserID
3.0,scr,LastUpdateTerminalID,niem-xs:string,An identifier for the terminal device from which the last update to the record was made,,TRUE,FALSE,,,,scr:LastUpdateTerminalID
3.0,nc,LastVerifiedDate,nc:DateType,A date information was last checked for accuracy.,,TRUE,FALSE,,,,nc:LastVerifiedDate
3.0,nc,LatitudeCoordinate,nc:LatitudeCoordinateType,A measurement of the angular distance between a point on the Earth and the Equator.,,TRUE,FALSE,,,,nc:LatitudeCoordinate
3.0,nc,LatitudeCoordinateAugmentationPoint,,An augmentation point for LatitudeCoordinateType.,,TRUE,TRUE,,,,nc:LatitudeCoordinateAugmentationPoint
3.0,nc,LatitudeDegreeValue,nc:LatitudeDegreeType,A value that specifies the degree of a latitude. The value comes from a restricted range between -90 (inclusive) and +90 (inclusive).,,TRUE,FALSE,,,,nc:LatitudeDegreeValue
3.0,nc,LatitudeMinuteValue,nc:AngularMinuteType,A latitude value that specifies a minute of a degree. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).,,TRUE,FALSE,,,,nc:LatitudeMinuteValue
3.0,nc,LatitudeSecondValue,nc:AngularSecondType,A latitude value that specifies a second of a minute. The value comes from a restricted range of 0 (inclusive) to 60 (exclusive).,,TRUE,FALSE,,,,nc:LatitudeSecondValue
3.0,cbrn,LatitudeValue,cbrn:Angle90Type,A point's latitude on the surface of the earth expressed as geographic coordinates in decimal degrees.  Points in the northern hemisphere range from 0.0 to +90.0 degrees.  Points in the southern hemisphere range from 0.0 to -90.0.,,TRUE,FALSE,,,,cbrn:LatitudeValue
3.0,cyfs,LawEnforcementContactActivity,cyfs:LawEnforcementContactActivityType,A law enforcement contact with an individual.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivity
3.0,cyfs,LawEnforcementContactActivityAugmentationPoint,,An augmentation point for LawEnforcementContactActivityType.,,TRUE,TRUE,,,,cyfs:LawEnforcementContactActivityAugmentationPoint
3.0,cyfs,LawEnforcementContactActivityCriminalRecordClearanceIndicator,niem-xs:boolean,"True if the subject was cleared through the National Crime Information Center (NCIC) or a state, local, or tribal Crime Information Center at the time of contact; false otherwise.",,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityCriminalRecordClearanceIndicator
3.0,cyfs,LawEnforcementContactActivityGangAreaIndicator,niem-xs:boolean,True if the juvenile is in a gang area at the time of contact; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangAreaIndicator
3.0,cyfs,LawEnforcementContactActivityGangAssociateIndicator,niem-xs:boolean,True if the juvenile is a gang associate at the time of contact; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangAssociateIndicator
3.0,cyfs,LawEnforcementContactActivityGangCrimeIndicator,niem-xs:boolean,True if the juvenile is involved in a gang crime at the time of contact; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangCrimeIndicator
3.0,cyfs,LawEnforcementContactActivityGangKnownAssociationIndicator,niem-xs:boolean,True if the juvenile is associating with known gang members at the time of contact; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangKnownAssociationIndicator
3.0,cyfs,LawEnforcementContactActivityGangMemberIndicator,niem-xs:boolean,True if the juvenile is a gang member at the time of contact; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangMemberIndicator
3.0,cyfs,LawEnforcementContactActivityGangOtherLawEnforcementIndicator,niem-xs:boolean,True if the juvenile has been identified as a gang member at the time of contact by another law enforcement agency; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangOtherLawEnforcementIndicator
3.0,cyfs,LawEnforcementContactActivityGangSelfAdmitIndicator,niem-xs:boolean,True if the juvenile has indicated gang involvement at the time of contact; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangSelfAdmitIndicator
3.0,cyfs,LawEnforcementContactActivityGangSignalIndicator,niem-xs:boolean,True if the juvenile displayed gang symbols or hand signs at the time of contact; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangSignalIndicator
3.0,cyfs,LawEnforcementContactActivityGangTattooIndicator,niem-xs:boolean,True if the juvenile has a gang tattoo at the time of contact; false otherwise.,,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangTattooIndicator
3.0,cyfs,LawEnforcementContactActivityGangThirdPartyIndicator,niem-xs:boolean,"True if the juvenile has been identified as a gang member by a third party at the time of contact (for example, by a relative or informant); false otherwise.",,TRUE,FALSE,,,,cyfs:LawEnforcementContactActivityGangThirdPartyIndicator
3.0,cyfs,LawEnforcementContactAttention,,A data concept for describing the law enforcement unit that might be required to pay special attention to a contact.,,TRUE,TRUE,,,,cyfs:LawEnforcementContactAttention
3.0,cyfs,LawEnforcementContactAttentionCode,cyfs:LawEnforcementContactAttentionCodeType,A unit requiring special attention for the contact.,cyfs:LawEnforcementContactAttention,TRUE,FALSE,,,,cyfs:LawEnforcementContactAttentionCode
3.0,cyfs,LawEnforcementContactAttentionText,nc:TextType,A unit requiring special attention for the contact.,cyfs:LawEnforcementContactAttention,TRUE,FALSE,,,,cyfs:LawEnforcementContactAttentionText
3.0,cyfs,LawEnforcementContactVehiclePosition,,A data concept for describing the physical position of a contact person in a vehicle.,,TRUE,TRUE,,,,cyfs:LawEnforcementContactVehiclePosition
3.0,cyfs,LawEnforcementContactVehiclePositionCode,cyfs:LawEnforcementContactVehiclePositionCodeType,"A contact person's position in the vehicle, e.g. driver, passenger, pedestrian, etc.",cyfs:LawEnforcementContactVehiclePosition,TRUE,FALSE,,,,cyfs:LawEnforcementContactVehiclePositionCode
3.0,cyfs,LawEnforcementContactVehiclePositionText,nc:TextType,"A contact person's position in the vehicle, e.g. driver, passenger, pedestrian, etc.",cyfs:LawEnforcementContactVehiclePosition,TRUE,FALSE,,,,cyfs:LawEnforcementContactVehiclePositionText
