Release,TypeNamespacePrefix,TypeName,QualifiedType,ContentStyle,SimpleStyle,IsMetadata,IsAdapter,IsAugmentation,Keywords,ExampleContent,UsageInfo,Definition,SimpleTypeNamespacePrefix,SimpleTypeName,SimpleQualifiedType,ParentTypeNamespacePrefix,ParentTypeName,ParentQualifiedType
4.2,j,ServiceAssociationType,j:ServiceAssociationType,CCC,,0,0,0,,,,A data type for a relationship between a service provider entity (person or organization) and a service recipient entity.,,,,nc,AssociationType,nc:AssociationType
4.2,j,ServiceCallLocationAssociationType,j:ServiceCallLocationAssociationType,CCC,,0,0,0,,,,A data type for a relationship between a service call and a location it involves.,,,,nc,AssociationType,nc:AssociationType
4.2,j,ServiceCallType,j:ServiceCallType,CCC,,0,0,0,,,,A data type for a call for service received from a person alerting an authority of a situation.,,,,nc,ActivityType,nc:ActivityType
4.2,j,SeverityLevelType,j:SeverityLevelType,CCC,,0,0,0,,,,A data type for a sentencing guideline severity level assigned to a charge by a judge or supervising agency.,,,,,,
4.2,j,SignatureType,j:SignatureType,CCC,,0,0,0,,,,"A data type for a handwritten (and often stylized) depiction of someone's name, nickname, or even a simple X or other mark that a person writes on documents as a proof of identity and intent.",,,,,,
4.2,j,StaffMemberQualificationType,j:StaffMemberQualificationType,CCC,,0,0,0,,,,"A data type for a description of specific training, education or experience of a staff member.",,,,,,
4.2,j,StaffMemberType,j:StaffMemberType,CCC,,0,0,0,,,,A data type for a person who is employed by the agency or institution.,,,,,,
4.2,j,StatuteType,j:StatuteType,CCC,,0,0,0,,,,"A data type for a law, rule, or ordinance within a jurisdiction.",,,,,,
4.2,j,StreetAugmentationType,j:StreetAugmentationType,CCC,,0,0,1,,,,A data type for additional information about a street.,,,,,,
4.2,j,StructureType,j:StructureType,CCC,,0,0,0,,,,"A data type for a building or construction (e.g. built environment, non-building structure).",,,,nc,ItemType,nc:ItemType
4.2,j,SubjectAppealDecisionReviewType,j:SubjectAppealDecisionReviewType,CCC,,0,0,0,,,,A data type for an activity of considering and rendering a decision on a subject's appeal.,,,,nc,ActivityType,nc:ActivityType
4.2,j,SubjectAppealType,j:SubjectAppealType,CCC,,0,0,0,,,,A data type for a set of details or events related to a subject's appeal.,,,,j,AppealType,j:AppealType
4.2,j,SubjectAssessmentRiskType,j:SubjectAssessmentRiskType,CCC,,0,0,0,,,,A data type for a risk identified by a subject assessment.,,,,,,
4.2,j,SubjectAssessmentSupervisionHistoryType,j:SubjectAssessmentSupervisionHistoryType,CCC,,0,0,0,,,,A data type for a description of a subject's supervision history as part of their assessment.,,,,j,SupervisionHistoryType,j:SupervisionHistoryType
4.2,j,SubjectAssessmentType,j:SubjectAssessmentType,CCC,,0,0,0,,,,A data type for an event or activity involving the assessment of a corrections subject.,,,,nc,AssessmentType,nc:AssessmentType
4.2,j,SubjectAssignedAssignmentDisabilityPlacementType,j:SubjectAssignedAssignmentDisabilityPlacementType,CCC,,0,0,0,,,,A data type for a kind of placement or assignment specific to a disability.,,,,nc,ActivityType,nc:ActivityType
4.2,j,SubjectAssignedDisabilityPlacementRestrictionType,j:SubjectAssignedDisabilityPlacementRestrictionType,CCC,,0,0,0,,,,A data type for a restriction on placement for a subject due to a disability.,,,,nc,ActivityType,nc:ActivityType
4.2,j,SubjectAssignmentType,j:SubjectAssignmentType,CCC,,0,0,0,,,,A data type for an event or activity involving the assignment of a corrections subject.,,,,j,AssignmentType,j:AssignmentType
4.2,j,SubjectClassificationAssessmentType,j:SubjectClassificationAssessmentType,CCC,,0,0,0,,,,"A data type for an activity that assesses a subject's need for treatment to correct characteristics, conditions, or behavioral patterns that limit motivation or ability to obey the law.",,,,nc,AssessmentType,nc:AssessmentType
4.2,j,SubjectIntakeType,j:SubjectIntakeType,CCC,,0,0,0,,,,A data type for a set of details about a subject's intake process.,,,,j,IntakeType,j:IntakeType
4.2,j,SubjectMOType,j:SubjectMOType,CCC,,0,0,0,,,,"A data type for details pertaining to facts attained from an actual crime scene, giving investigators insights into the subjects method of working or operating, actions used to execute the crime, prevent detection, and/or avoid apprehension.",,,,,,
4.2,j,SubjectPersonAssociationType,j:SubjectPersonAssociationType,CCC,,0,0,0,,,,A data type for an association between a subject and a person.,,,,nc,AssociationType,nc:AssociationType
4.2,j,SubjectProgramAssociationType,j:SubjectProgramAssociationType,CCC,,0,0,0,,,,A data type for an association between a Program and a subject who had some involvement.,,,,nc,AssociationType,nc:AssociationType
4.2,j,SubjectReleaseNotificationType,j:SubjectReleaseNotificationType,CCC,,0,0,0,,,,A data type for a set of details for providing notification of a subject's release.,,,,em,NotificationType,em:NotificationType
4.2,j,SubjectSecurityClassificationType,j:SubjectSecurityClassificationType,CCC,,0,0,0,,,,A data type for a process and method of assessing inmate risks that balance security requirements with program needs.,,,,,,
4.2,j,SubjectSupervisedEmploymentAssociationType,j:SubjectSupervisedEmploymentAssociationType,CCC,,0,0,0,,,,A data type for an association between a subject and supervised employment.,,,,nc,PersonEmploymentAssociationType,nc:PersonEmploymentAssociationType
4.2,j,SubjectSupervisedEmploymentRecommendationType,j:SubjectSupervisedEmploymentRecommendationType,CCC,,0,0,0,,,,A data type for a set of details in recommendation of a subject's supervised employment.,,,,,,
4.2,j,SubjectSupervisionSegregationActionType,j:SubjectSupervisionSegregationActionType,CCC,,0,0,0,,,,A data type for a set of details about action taken to segregate a subject from the general population.,,,,nc,ActivityType,nc:ActivityType
4.2,j,SubjectSupervisionSegregationType,j:SubjectSupervisionSegregationType,CCC,,0,0,0,,,,A data type for a set of details about a subject's supervision segregation.,,,,nc,ActivityType,nc:ActivityType
4.2,j,SubjectSupervisionSegregationYardRestrictionType,j:SubjectSupervisionSegregationYardRestrictionType,CCC,,0,0,0,,,,"A data type for a set of details about a subject's segregation with respect to, or to include, yard restriction.",,,,nc,ActivityType,nc:ActivityType
4.2,j,SubjectType,j:SubjectType,CCC,,0,0,0,,,,"A data type for a person or organization that is involved or suspected of being involved in a violation of a criminal statute, ordinance or rule.",,,,,,
4.2,j,SubjectVictimAssociationType,j:SubjectVictimAssociationType,CCC,,0,0,0,,,,A data type for a relationship between a subject and a victim.,,,,nc,AssociationType,nc:AssociationType
4.2,j,SubjectWitnessAssociationType,j:SubjectWitnessAssociationType,CCC,,0,0,0,,,,A data type for a relationship between a subject and a witness.,,,,nc,AssociationType,nc:AssociationType
4.2,j,SupervisedReleaseResourceType,j:SupervisedReleaseResourceType,CCC,,0,0,0,,,,A data type for a set of details about the resources of a subject at the time of release.,,,,,,
4.2,j,SupervisedReleaseType,j:SupervisedReleaseType,CCC,,0,0,0,,,,A data type for an activity relating to the supervision of a subject based on specific conditions placed upon a subject as imposed by a court or supervising agency.,,,,nc,SupervisionType,nc:SupervisionType
4.2,j,SupervisionAssessmentIncarcerationStatusType,j:SupervisionAssessmentIncarcerationStatusType,CCC,,0,0,0,,,,A data type for a set of details about a subject's incarceration status.,,,,nc,StatusType,nc:StatusType
4.2,j,SupervisionAssessmentType,j:SupervisionAssessmentType,CCC,,0,0,0,,,,A data type for a set of details about a subject's supervision assessment.,,,,nc,AssessmentType,nc:AssessmentType
4.2,j,SupervisionAugmentationType,j:SupervisionAugmentationType,CCC,,0,0,1,,,,A data type for additional information about a supervision.,,,,,,
4.2,j,SupervisionHistoryType,j:SupervisionHistoryType,CCC,,0,0,0,,,,A data type for a set of details about a subject's supervision history.,,,,,,
4.2,j,SupervisionIncidentPersonAssociationType,j:SupervisionIncidentPersonAssociationType,CCC,,0,0,0,,,,A data type for an association between Supervision Incident and Person.,,,,nc,AssociationType,nc:AssociationType
4.2,j,SupervisionRestrictionType,j:SupervisionRestrictionType,CCC,,0,0,0,,,,A data type for a restriction on a supervised person.,,,,nc,ActivityType,nc:ActivityType
4.2,j,SupervisionViolationType,j:SupervisionViolationType,CCC,,0,0,0,,,,A data type for a set of details about a subject's supervision violation.,,,,j,OffenseType,j:OffenseType
4.2,j,TargetType,j:TargetType,CCC,,0,0,0,,,,A data type for a target or object against which an action is taken.,,,,,,
4.2,j,TaskAugmentationType,j:TaskAugmentationType,CCC,,0,0,1,,,,A data type for additional information about a task.,,,,,,
4.2,j,TelephoneCallAssociationType,j:TelephoneCallAssociationType,CCC,,0,0,0,,,,"A data type for a relationship between an originating number, person, and/or organization and a receiving  number, person, and/or organization.",,,,nc,AssociationType,nc:AssociationType
4.2,j,TelephoneCallRequestListAssociationType,j:TelephoneCallRequestListAssociationType,CCC,,0,0,0,,,,A data type for a relationship between a subject and people that have requested/been requested to be on subject telephone number list.,,,,j,SubjectPersonAssociationType,j:SubjectPersonAssociationType
4.2,j,TermType,j:TermType,CCC,,0,0,0,,,,A data type for a duration length either in specific terms or as a range.,,,,nc,ActivityType,nc:ActivityType
4.2,j,TestResultType,j:TestResultType,CCC,,0,0,0,,,,A data type for a calculation or score of a test.,,,,,,
4.2,j,TestType,j:TestType,CCC,,0,0,0,,,,A data type for a test administered by a person or organization.,,,,nc,ActivityType,nc:ActivityType
4.2,j,TipClassCodeSimpleType,j:TipClassCodeSimpleType,S,atomic,0,0,0,,,,A data type for a code set for a kind of tip.,xs,token,xs:token,,,
4.2,j,TipClassCodeType,j:TipClassCodeType,CSC,,0,0,0,,,,A data type for a code set for a kind of tip.,j,TipClassCodeSimpleType,j:TipClassCodeSimpleType,,,
4.2,j,TipTaxonomyType,j:TipTaxonomyType,CCC,,0,0,0,,,,A data type for a category of information received as tip that may be used for analysis.,,,,,,
4.2,j,TitleStatusType,j:TitleStatusType,CCC,,0,0,0,,,,A data type for a state of a title.,,,,nc,StatusType,nc:StatusType
4.2,j,ToolType,j:ToolType,CCC,,0,0,0,,,,A data type for a role of an item used to facilitate commission of a crime.,,,,,,
4.2,j,ToothAugmentationType,j:ToothAugmentationType,CCC,,0,0,1,,,,A data type for additional information about a tooth.,,,,,,
4.2,j,TransportAssessmentType,j:TransportAssessmentType,CCC,,0,0,0,,,,A data type for a set of details of the assessment of a subject's suitability for transport.,,,,nc,AssessmentType,nc:AssessmentType
4.2,j,TreatmentAugmentationType,j:TreatmentAugmentationType,CCC,,0,0,1,,,,A data type for additional information about a treatment.,,,,,,
4.2,j,VehicleAugmentationType,j:VehicleAugmentationType,CCC,,0,0,1,,,,A data type for additional information about a vehicle.,,,,,,
4.2,j,VehicleBranderType,j:VehicleBranderType,CCC,,0,0,0,,,,A data type for an organization which brands vehicles.,,,,,,
4.2,j,VehicleBrandType,j:VehicleBrandType,CCC,,0,0,0,,,,A data type for a brand issued to a vehicle.,,,,,,
4.2,j,VehicleEmissionInspectionType,j:VehicleEmissionInspectionType,CCC,,0,0,0,,,,A data type for an official examination to test the emissions level of a vehicle.,,,,j,VehicleInspectionType,j:VehicleInspectionType
4.2,j,VehicleEntityAssociationType,j:VehicleEntityAssociationType,CCC,,0,0,0,,,,A data type for an association between a vehicle and an entity.,,,,nc,ItemEntityAssociationType,nc:ItemEntityAssociationType
4.2,j,VehicleInspectionType,j:VehicleInspectionType,CCC,,0,0,0,,,,A data type for an official examination of a vehicle.,,,,nc,ActivityType,nc:ActivityType
4.2,j,VehicleSafetyInspectionType,j:VehicleSafetyInspectionType,CCC,,0,0,0,,,,A data type for an official examination of the safety of a vehicle.,,,,j,VehicleInspectionType,j:VehicleInspectionType
4.2,j,VerdictType,j:VerdictType,CCC,,0,0,0,,,,A data type for a finding related to a charge.,,,,nc,ActivityType,nc:ActivityType
4.2,j,VesselAugmentationType,j:VesselAugmentationType,CCC,,0,0,1,,,,A data type for additional information about a vessel.,,,,,,
4.2,j,VictimMOType,j:VictimMOType,CCC,,0,0,0,,,,"A data type for details pertaining to facts attained from an actual crime scene, giving investigators insights into behaviors of a victim or concerning the treatment of a victim as related to subject MO.",,,,,,
4.2,j,VictimType,j:VictimType,CCC,,0,0,0,,,,"A data type for a person who suffers injury, loss, or death as a result of an incident.",,,,,,
4.2,j,VictimWitnessAssociationType,j:VictimWitnessAssociationType,CCC,,0,0,0,,,,A data type for a relationship between a victim and a witness.,,,,nc,AssociationType,nc:AssociationType
4.2,j,ViolatedStatuteAssociationType,j:ViolatedStatuteAssociationType,CCC,,0,0,0,,,,A data type for an association of a statute that has been violated and other information.,,,,nc,AssociationType,nc:AssociationType
4.2,j,VisitationType,j:VisitationType,CCC,,0,0,0,,,,A data type for a record of a person visiting another person under restricted access.,,,,nc,ActivityType,nc:ActivityType
4.2,j,VisitorAssociationType,j:VisitorAssociationType,CCC,,0,0,0,,,,A data type for a relationship between a visitor and a person they visited.,,,,nc,AssociationType,nc:AssociationType
4.2,j,VisitorRequestListAssociationType,j:VisitorRequestListAssociationType,CCC,,0,0,0,,,,"A data type for a relationship between a subject and a person who has visited, has tried to visit, or has been designated by a subject as a potential visitor whether approved, denied, or pending approval by the facility.",,,,j,SubjectPersonAssociationType,j:SubjectPersonAssociationType
4.2,j,WarrantType,j:WarrantType,CCC,,0,0,0,,,,A data type for an authorization for an enforcement official to perform a specified action.,,,,j,CourtOrderType,j:CourtOrderType
4.2,j,WatchType,j:WatchType,CCC,,0,0,0,,,,"A data type for a small, portable time piece.",,,,j,JewelryType,j:JewelryType
4.2,j,WitnessType,j:WitnessType,CCC,,0,0,0,,,,A data type for a person who has observed an incident.,,,,,,
4.2,jc3iedm,EventCategoryCodeSimpleType,jc3iedm:EventCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type for a  designator for a name which denotes the category that some event falls under.,xs,token,xs:token,,,
4.2,jc3iedm,EventCategoryCodeType,jc3iedm:EventCategoryCodeType,CSC,atomic,0,0,0,,,,A data type for a  designator for a name which denotes the category that some event falls under.,jc3iedm,EventCategoryCodeSimpleType,jc3iedm:EventCategoryCodeSimpleType,,,
4.2,jc3iedm,MilitaryOrganizationCategoryServiceCodeSimpleType,jc3iedm:MilitaryOrganizationCategoryServiceCodeSimpleType,S,atomic,0,0,0,,,,"A data type for a designator for a kind of a military, paramilitary, irregular force, force or group, capable of functioning as an offensive or defensive combat or support organisation.",xs,token,xs:token,,,
4.2,jc3iedm,MilitaryOrganizationCategoryServiceCodeType,jc3iedm:MilitaryOrganizationCategoryServiceCodeType,CSC,atomic,0,0,0,,,,"A data type for a designator for a kind of a military, paramilitary, irregular force, force or group, capable of functioning as an offensive or defensive combat or support organisation.",jc3iedm,MilitaryOrganizationCategoryServiceCodeSimpleType,jc3iedm:MilitaryOrganizationCategoryServiceCodeSimpleType,,,
4.2,jp3-52,AirspaceCoordinatingMeasureTypeAndUsageType,jp3-52:AirspaceCoordinatingMeasureTypeAndUsageType,CCC,,0,0,0,,,,A data type for a measure(s) employed to facilitate the efficient use of airspace to accomplish missions and simultaneously provide safeguards for friendly forces. Also called ACMs.,,,,,,
4.2,jp3-52,AirspaceCoordinatingMeasureTypeCodeSimpleType,jp3-52:AirspaceCoordinatingMeasureTypeCodeSimpleType,S,atomic,0,0,0,,,,A data type for a designator for a JP3-52 Airspace Coordinating Measure (ACM) Type Code.,xs,token,xs:token,,,
4.2,jp3-52,AirspaceCoordinatingMeasureTypeCodeType,jp3-52:AirspaceCoordinatingMeasureTypeCodeType,CSC,atomic,0,0,0,,,,A data type for a designator for a JP3-52 Airspace Coordinating Measure (ACM) Type Code.,jp3-52,AirspaceCoordinatingMeasureTypeCodeSimpleType,jp3-52:AirspaceCoordinatingMeasureTypeCodeSimpleType,,,
4.2,jp3-52,AirspaceCoordinatingMeasureUsageCodeSimpleType,jp3-52:AirspaceCoordinatingMeasureUsageCodeSimpleType,S,atomic,0,0,0,,,,A data type for a designator for a JP3-52 Airspace Coordinating Measure (ACM) Usage Code.,xs,token,xs:token,,,
4.2,jp3-52,AirspaceCoordinatingMeasureUsageCodeType,jp3-52:AirspaceCoordinatingMeasureUsageCodeType,CSC,atomic,0,0,0,,,,A data type for a designator for a JP3-52 Airspace Coordinating Measure (ACM) Usage Code.,jp3-52,AirspaceCoordinatingMeasureUsageCodeSimpleType,jp3-52:AirspaceCoordinatingMeasureUsageCodeSimpleType,,,
4.2,m,CANUSLexiconAPR07CategoryCodeSimpleType,m:CANUSLexiconAPR07CategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type for a category defined by the April 2007 Canada/USA Bi-National Vessel of Interest (VOI) Lexicon category codes.,xs,token,xs:token,,,
4.2,m,CANUSLexiconAPR07CategoryCodeType,m:CANUSLexiconAPR07CategoryCodeType,CSC,,0,0,0,,,,A data type for a category as defined by the April 2007 Canada/USA Bi-National Vessel of Interest (VOI) Lexicon category codes.,m,CANUSLexiconAPR07CategoryCodeSimpleType,m:CANUSLexiconAPR07CategoryCodeSimpleType,,,
4.2,m,CANUSLexiconAPR07ThreatCodeSimpleType,m:CANUSLexiconAPR07ThreatCodeSimpleType,S,atomic,0,0,0,,,,A data type for a threat code as defined by the April 2007 Canada/USA Bi-National Vessel of Interest (VOI) Lexicon threat codes.,xs,token,xs:token,,,
4.2,m,CANUSLexiconAPR07ThreatCodeType,m:CANUSLexiconAPR07ThreatCodeType,CSC,,0,0,0,,,,A data type for a threat code as defined by the  April 2007 Canada/USA Bi-National Vessel of Interest (VOI) Lexicon threat codes.,m,CANUSLexiconAPR07ThreatCodeSimpleType,m:CANUSLexiconAPR07ThreatCodeSimpleType,,,
4.2,m,CaptainOfThePortZoneType,m:CaptainOfThePortZoneType,CCC,,0,0,0,,,,A data type for a geographical area or zone where a Coast Guard Captain of the Port (COTP) enforces port safety and security.,,,,,,
4.2,m,CargoItemType,m:CargoItemType,CCC,,0,0,0,,,,A data type for a good transported by a conveyance.,,,,m,CargoType,m:CargoType
4.2,m,CargoType,m:CargoType,CCC,,0,0,0,,,,A data type for a good or goods transported by a conveyance.,,,,nc,ItemType,nc:ItemType
4.2,m,CDCCargoListType,m:CDCCargoListType,CCC,,0,0,0,,,,A data type for a list of certain dangerous cargo (CDC).,,,,,,
4.2,m,CertificateType,m:CertificateType,CCC,,0,0,0,,,,A data type for an official or government-issued certificate or license.,,,,nc,DocumentType,nc:DocumentType
4.2,m,COTPRegionCodeSimpleType,m:COTPRegionCodeSimpleType,S,atomic,0,0,0,,,,A data type for a Captain of the Port (COTP) Zone.,xs,token,xs:token,,,
4.2,m,COTPRegionCodeType,m:COTPRegionCodeType,CSC,,0,0,0,,,,A data type for a Captain of the Port (COTP) Zone.,m,COTPRegionCodeSimpleType,m:COTPRegionCodeSimpleType,,,
4.2,m,CrewListType,m:CrewListType,CCC,,0,0,0,,,,A data type for a list of crew onboard.,,,,,,
4.2,m,CrewNationalityCountType,m:CrewNationalityCountType,CCC,,0,0,0,,,,A data type for a nationality of one or more crew members on a vessel,,,,,,
4.2,m,CrewNationalityListType,m:CrewNationalityListType,CCC,,0,0,0,,,,A data type for a list of the nationalities of all the crew on the vessel,,,,,,
4.2,m,CrewRoleCodeSimpleType,m:CrewRoleCodeSimpleType,S,atomic,0,0,0,,,,A data type for a crew role.,xs,token,xs:token,,,
4.2,m,CrewRoleCodeType,m:CrewRoleCodeType,CSC,,0,0,0,,,,A data type for a crew role.,m,CrewRoleCodeSimpleType,m:CrewRoleCodeSimpleType,,,
4.2,m,CrewType,m:CrewType,CCC,,0,0,0,,,,A data type for a crew member with associated embark/debark information.,,,,m,PersonOnVesselType,m:PersonOnVesselType
4.2,m,HazmatDeclarationType,m:HazmatDeclarationType,CCC,,0,0,0,,,,A data type for a declaration of hazardous materials within transported goods.,,,,,,
4.2,m,InterestNotificationCategoryCodeSimpleType,m:InterestNotificationCategoryCodeSimpleType,S,atomic,0,0,0,,,,"A data type for a code specifying whether an interest is an indicator or notification, warning or alert.",xs,token,xs:token,,,
4.2,m,InterestNotificationCategoryCodeType,m:InterestNotificationCategoryCodeType,CSC,,0,0,0,,,,"A data type for a code specifying whether an interest is an indicator or notification, warning or alert.",m,InterestNotificationCategoryCodeSimpleType,m:InterestNotificationCategoryCodeSimpleType,,,
4.2,m,InterestType,m:InterestType,CCC,,0,0,0,,,,"A data type for an item of interest, for example a potential risk or threat.",,,,,,
4.2,m,InternationalShipSecurityCertificateType,m:InternationalShipSecurityCertificateType,CCC,,0,0,0,,,,A data type for an International Ship Security Certificate (ISSC).,,,,m,CertificateType,m:CertificateType
4.2,m,LocationAugmentationType,m:LocationAugmentationType,CCC,,0,0,1,,,,A data type for additional information about a location.,,,,,,
4.2,m,LocationOnVesselType,m:LocationOnVesselType,CCC,,0,0,0,,,,A data type for a location on a vessel.,,,,,,
4.2,m,MerchantMarinerDocumentType,m:MerchantMarinerDocumentType,CCC,,0,0,0,,,,A data type for a Merchant Mariner Document (MMD).,,,,,,
4.2,m,NextPortOfCallListType,m:NextPortOfCallListType,CCC,,0,0,0,,,,A data type for a list of ports that will be visited subsequently.,,,,,,
4.2,m,NonCrewListType,m:NonCrewListType,CCC,,0,0,0,,,,A data type for a list of non-crew onboard.,,,,,,
4.2,m,NonCrewNationalityCountType,m:NonCrewNationalityCountType,CCC,,0,0,0,,,,A data type for a nationality of one or more passengers on a vessel,,,,,,
4.2,m,NonCrewNationalityListType,m:NonCrewNationalityListType,CCC,,0,0,0,,,,A data type for a list of the nationalities of all the passengers on the vessel,,,,,,
4.2,m,NonCrewType,m:NonCrewType,CCC,,0,0,0,,,,A data type for a non-crew member with associated embark/debark information.,,,,m,PersonOnVesselType,m:PersonOnVesselType
4.2,m,PersonAugmentationType,m:PersonAugmentationType,CCC,,0,0,1,,,,A data type that supplements nc:PersonType.,,,,,,
4.2,m,PersonOnVesselType,m:PersonOnVesselType,CCC,,0,0,0,,,,A data type for a person on a vessel with embark/debark information.,,,,,,
4.2,m,PortType,m:PortType,CCC,,0,0,0,,,,A data type for a facility capable of receiving vessels and transferring cargo.,,,,nc,FacilityType,nc:FacilityType
4.2,m,PortVisitType,m:PortVisitType,CCC,,0,0,0,,,,A data type for an actual or expected visit of a vessel to a port.,,,,,,
4.2,m,PositionType,m:PositionType,CCC,,0,0,0,,,,"A data type for a geospatial position, course, heading, speed, and status of a vessel at a given time.",,,,,,
4.2,m,PreviousForeignPortOfCallListType,m:PreviousForeignPortOfCallListType,CCC,,0,0,0,,,,A data type for a list of foreign ports previously visited.,,,,,,
4.2,m,SeamanLicenseType,m:SeamanLicenseType,CCC,,0,0,0,,,,A data type for an able-bodied seaman license.,,,,,,
4.2,m,ShipmentType,m:ShipmentType,CCC,,0,0,0,,,,A data type for a shipment of goods from one place to another.,,,,,,
4.2,m,USMTFEnvironmentCategoryCodeSimpleType,m:USMTFEnvironmentCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type for a USMTF-defined force-threat designator code used in combination with threat codes.,xs,token,xs:token,,,
4.2,m,USMTFEnvironmentCategoryCodeType,m:USMTFEnvironmentCategoryCodeType,CSC,,0,0,0,,,,A data type for a USMTF-defined force-threat designator code used in combination with threat codes.,m,USMTFEnvironmentCategoryCodeSimpleType,m:USMTFEnvironmentCategoryCodeSimpleType,,,
4.2,m,USMTFThreatCodeSimpleType,m:USMTFThreatCodeSimpleType,S,atomic,0,0,0,,,,A data type for a USMTF-defined threat code.,xs,token,xs:token,,,
4.2,m,USMTFThreatCodeType,m:USMTFThreatCodeType,CSC,,0,0,0,,,,A data type for a USMTF-defined threat code.,m,USMTFThreatCodeSimpleType,m:USMTFThreatCodeSimpleType,,,
4.2,m,VesselAugmentationType,m:VesselAugmentationType,CCC,,0,0,1,,,,A data type that supplements nc:VesselType.,,,,,,
4.2,m,VesselMovementDetailsType,m:VesselMovementDetailsType,CCC,,0,0,0,,,,A data type for a set of details of the geospatial movement of a vessel.,,,,,,
4.2,m,VesselOperationalConditionOfEquipmentCodeSimpleType,m:VesselOperationalConditionOfEquipmentCodeSimpleType,S,atomic,0,0,0,,,,A data type for an Operational Condition of Equipment (OCE) of a vessel.,xs,token,xs:token,,,
4.2,m,VesselOperationalConditionOfEquipmentCodeType,m:VesselOperationalConditionOfEquipmentCodeType,CSC,,0,0,0,,,,A data type for an Operational Condition of Equipment (OCE) of a vessel.,m,VesselOperationalConditionOfEquipmentCodeSimpleType,m:VesselOperationalConditionOfEquipmentCodeSimpleType,,,
4.2,m,VoyageType,m:VoyageType,CCC,,0,0,0,,,,A data type for a journey from one place to another.,,,,,,
4.2,mmucc,AlcoholTestCategoryCodeSimpleType,mmucc:AlcoholTestCategoryCodeSimpleType,S,atomic,0,0,0,,,,A data type for the kind of Alcohol Test Given.,xs,token,xs:token,,,
4.2,mmucc,AlcoholTestCategoryCodeType,mmucc:AlcoholTestCategoryCodeType,CSC,,0,0,0,,,,A data type for the kind of Alcohol Test Given.,mmucc,AlcoholTestCategoryCodeSimpleType,mmucc:AlcoholTestCategoryCodeSimpleType,,,
4.2,mmucc,AlcoholTestResultCodeSimpleType,mmucc:AlcoholTestResultCodeSimpleType,S,atomic,0,0,0,,,,A data type for a status of BAC Test results.,xs,token,xs:token,,,
4.2,mmucc,AlcoholTestResultCodeType,mmucc:AlcoholTestResultCodeType,CSC,,0,0,0,,,,A data type for a status of BAC Test results.,mmucc,AlcoholTestResultCodeSimpleType,mmucc:AlcoholTestResultCodeSimpleType,,,
4.2,mmucc,AlcoholTestStatusCodeSimpleType,mmucc:AlcoholTestStatusCodeSimpleType,S,atomic,0,0,0,,,,A data type for an indication of the presence of alcohol by test.,xs,token,xs:token,,,
4.2,mmucc,AlcoholTestStatusCodeType,mmucc:AlcoholTestStatusCodeType,CSC,,0,0,0,,,,A data type for an indication of the presence of alcohol by test.,mmucc,AlcoholTestStatusCodeSimpleType,mmucc:AlcoholTestStatusCodeSimpleType,,,
4.2,mmucc,AtmosphericConditionCodeSimpleType,mmucc:AtmosphericConditionCodeSimpleType,S,atomic,0,0,0,,,,A data type for the prevailing atmospheric conditions that existed at the time of the crash.,xs,token,xs:token,,,
4.2,mmucc,ClockDiagram12PointsCodeSimpleType,mmucc:ClockDiagram12PointsCodeSimpleType,S,atomic,0,0,0,,,,A data type for 12 points clock diagram,xs,token,xs:token,,,
4.2,mmucc,ClockDiagram12PointsCodeType,mmucc:ClockDiagram12PointsCodeType,CSC,,0,0,0,,,,A data type for 12 points clock diagram,mmucc,ClockDiagram12PointsCodeSimpleType,mmucc:ClockDiagram12PointsCodeSimpleType,,,
4.2,mmucc,CommercialVehicleConfigurationCodeSimpleType,mmucc:CommercialVehicleConfigurationCodeSimpleType,S,atomic,0,0,0,,,,A data type for a general configuration of a motor vehicle.,xs,token,xs:token,,,
4.2,mmucc,CommercialVehicleConfigurationCodeType,mmucc:CommercialVehicleConfigurationCodeType,CSC,,0,0,0,,,,A data type for a general configuration of a motor vehicle.,mmucc,CommercialVehicleConfigurationCodeSimpleType,mmucc:CommercialVehicleConfigurationCodeSimpleType,,,
4.2,mmucc,CrashClassificationCharacteristicCodeSimpleType,mmucc:CrashClassificationCharacteristicCodeSimpleType,S,atomic,0,0,0,,,,A data type to identify the characteristics of the crash with respect to its location on or off a trafficway.,xs,token,xs:token,,,
4.2,mmucc,CrashClassificationCharacteristicCodeType,mmucc:CrashClassificationCharacteristicCodeType,CSC,atomic,0,0,0,,,,A data type to identify the characteristics of the crash with respect to its location on or off a trafficway.,mmucc,CrashClassificationCharacteristicCodeSimpleType,mmucc:CrashClassificationCharacteristicCodeSimpleType,,,
4.2,mmucc,CrashClassificationLandOwnershipCodeSimpleType,mmucc:CrashClassificationLandOwnershipCodeSimpleType,S,atomic,0,0,0,,,,A data type for the ownership of the land where the crash occurred.,xs,token,xs:token,,,
4.2,mmucc,CrashClassificationLandOwnershipCodeType,mmucc:CrashClassificationLandOwnershipCodeType,CSC,atomic,0,0,0,,,,A data type for the ownership of the land where the crash occurred.,mmucc,CrashClassificationLandOwnershipCodeSimpleType,mmucc:CrashClassificationLandOwnershipCodeSimpleType,,,
