Release,TypeNamespacePrefix,TypeName,QualifiedType,PropertyNamespacePrefix,PropertyName,QualifiedProperty,MinOccurs,MaxOccurs,Definition,SequenceNumber
3.1,em,NotificationDetailsType,em:NotificationDetailsType,em,NotificationDetailsIncidentID,em:NotificationDetailsIncidentID,0,unbounded,,21
3.1,em,NotificationDetailsType,em:NotificationDetailsType,em,NotificationDetailsIncidentDescriptionText,em:NotificationDetailsIncidentDescriptionText,0,unbounded,,22
3.1,em,NotificationDetailsType,em:NotificationDetailsType,em,NotificationDetailsAugmentationPoint,em:NotificationDetailsAugmentationPoint,0,unbounded,,9999
3.1,em,NotificationDistributionScopeType,em:NotificationDistributionScopeType,em,NotificationDistributionScopeCategoryCode,em:NotificationDistributionScopeCategoryCode,0,unbounded,,14
3.1,em,NotificationDistributionScopeType,em:NotificationDistributionScopeType,em,AlertDistributionScopeAudienceDescriptionText,em:AlertDistributionScopeAudienceDescriptionText,0,unbounded,,15
3.1,em,NotificationDistributionScopeType,em:NotificationDistributionScopeType,em,NotificationDistributionScopeAugmentationPoint,em:NotificationDistributionScopeAugmentationPoint,0,unbounded,,9999
3.1,em,NotificationIncidentAssociationType,em:NotificationIncidentAssociationType,em,Notification,em:Notification,0,unbounded,,48
3.1,em,NotificationIncidentAssociationType,em:NotificationIncidentAssociationType,nc,Incident,nc:Incident,0,unbounded,,49
3.1,em,NotificationIncidentAssociationType,em:NotificationIncidentAssociationType,em,NotificationIncidentAssociationAugmentationPoint,em:NotificationIncidentAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,NotificationRequestType,j:NotificationRequestType,j,NotificationRequestAuthorityText,j:NotificationRequestAuthorityText,0,unbounded,,10
3.1,j,NotificationRequestType,j:NotificationRequestType,j,NotificationRequestSequenceNumeric,j:NotificationRequestSequenceNumeric,0,unbounded,,10
3.1,j,NotificationRequestType,j:NotificationRequestType,j,NotificationRequestAugmentationPoint,j:NotificationRequestAugmentationPoint,0,unbounded,,9999
3.1,em,NotificationStatusType,em:NotificationStatusType,em,NotificationStatusCode,em:NotificationStatusCode,0,unbounded,,18
3.1,em,NotificationStatusType,em:NotificationStatusType,em,NotificationStatusAugmentationPoint,em:NotificationStatusAugmentationPoint,0,unbounded,,9999
3.1,em,NotificationTargetLocationType,em:NotificationTargetLocationType,nc,PolygonCoordinate,nc:PolygonCoordinate,0,unbounded,,16
3.1,em,NotificationTargetLocationType,em:NotificationTargetLocationType,em,NotificationTargetLocationAugmentationPoint,em:NotificationTargetLocationAugmentationPoint,0,unbounded,,9999
3.1,em,NotificationType,em:NotificationType,em,NotificationConfidentialityText,em:NotificationConfidentialityText,0,unbounded,,1
3.1,em,NotificationType,em:NotificationType,em,NotificationID,em:NotificationID,0,unbounded,,2
3.1,em,NotificationType,em:NotificationType,em,NotificationFunctionCategoryCode,em:NotificationFunctionCategoryCode,0,unbounded,,3
3.1,em,NotificationType,em:NotificationType,em,NotificationKeywordText,em:NotificationKeywordText,0,unbounded,,4
3.1,em,NotificationType,em:NotificationType,em,NotificationLanguageCode,em:NotificationLanguageCode,0,unbounded,,5
3.1,em,NotificationType,em:NotificationType,em,NotificationOriginationDateTime,em:NotificationOriginationDateTime,0,unbounded,,6
3.1,em,NotificationType,em:NotificationType,em,NotificationOriginator,em:NotificationOriginator,0,unbounded,,7
3.1,em,NotificationType,em:NotificationType,em,NotificationOriginatorRoleDescriptionText,em:NotificationOriginatorRoleDescriptionText,0,unbounded,,8
3.1,em,NotificationType,em:NotificationType,em,NotificationOriginatorRoleIdentification,em:NotificationOriginatorRoleIdentification,0,unbounded,,9
3.1,em,NotificationType,em:NotificationType,em,NotificationRecipient,em:NotificationRecipient,0,unbounded,,10
3.1,em,NotificationType,em:NotificationType,em,NotificationRecipientRoleDescriptionText,em:NotificationRecipientRoleDescriptionText,0,unbounded,,11
3.1,em,NotificationType,em:NotificationType,em,NotificationRecipientRoleIdentification,em:NotificationRecipientRoleIdentification,0,unbounded,,12
3.1,em,NotificationType,em:NotificationType,em,NotificationSource,em:NotificationSource,0,unbounded,,13
3.1,em,NotificationType,em:NotificationType,em,NotificationAugmentationPoint,em:NotificationAugmentationPoint,0,unbounded,,9999
3.1,it,NotifyPartyType,it:NotifyPartyType,it,NotifyPartyIdentification,it:NotifyPartyIdentification,0,unbounded,,247
3.1,it,NotifyPartyType,it:NotifyPartyType,it,NotifyPartyIDCategory,it:NotifyPartyIDCategory,0,unbounded,,248
3.1,it,NotifyPartyType,it:NotifyPartyType,it,RoleOfParty,it:RoleOfParty,0,unbounded,,249
3.1,it,NotifyPartyType,it:NotifyPartyType,it,NotifyPartyAugmentationPoint,it:NotifyPartyAugmentationPoint,0,unbounded,,9999
3.1,cbrn,NuclideActivityType,cbrn:NuclideActivityType,cbrn,unitsText,cbrn:unitsText,1,1,,1
3.1,cbrn,NuclideActivityUncertaintyType,cbrn:NuclideActivityUncertaintyType,cbrn,unitsText,cbrn:unitsText,1,1,,1
3.1,cbrn,NuclideAnalysisResultsType,cbrn:NuclideAnalysisResultsType,cbrn,Nuclide,cbrn:Nuclide,0,unbounded,,1
3.1,cbrn,NuclideAnalysisResultsType,cbrn:NuclideAnalysisResultsType,cbrn,NuclideAnalysisReducedChiSquareValue,cbrn:NuclideAnalysisReducedChiSquareValue,0,1,,2
3.1,cbrn,NuclideAnalysisResultsType,cbrn:NuclideAnalysisResultsType,cbrn,NuclideAnalysisResultsAugmentationPoint,cbrn:NuclideAnalysisResultsAugmentationPoint,0,unbounded,,9999
3.1,cbrn,NuclideMDAType,cbrn:NuclideMDAType,cbrn,unitsText,cbrn:unitsText,1,1,,1
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideIdentifiedIndicator,cbrn:NuclideIdentifiedIndicator,1,1,,1
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideName,cbrn:NuclideName,1,1,,2
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideActivityValue,cbrn:NuclideActivityValue,0,1,,3
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideActivityUncertaintyValue,cbrn:NuclideActivityUncertaintyValue,0,1,,4
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideMinimumDetectableActivityValue,cbrn:NuclideMinimumDetectableActivityValue,0,1,,5
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideIdentificationConfidence,cbrn:NuclideIdentificationConfidence,1,3,,6
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideCategoryDescriptionText,cbrn:NuclideCategoryDescriptionText,0,1,,7
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideSourceGeometryCode,cbrn:NuclideSourceGeometryCode,0,1,,8
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,SourcePosition,cbrn:SourcePosition,0,1,,9
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideShieldingAtomicNumberID,cbrn:NuclideShieldingAtomicNumberID,0,1,,10
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideShieldingArealDensityValue,cbrn:NuclideShieldingArealDensityValue,0,1,,11
3.1,cbrn,NuclideType,cbrn:NuclideType,cbrn,NuclideAugmentationPoint,cbrn:NuclideAugmentationPoint,0,unbounded,,9999
3.1,nc,NumericType,nc:NumericType,nc,confidenceNumeric,nc:confidenceNumeric,0,1,,10
3.1,nc,NumericType,nc:NumericType,nc,toleranceNumeric,nc:toleranceNumeric,0,1,,20
3.1,em,OBGYNType,em:OBGYNType,em,OBGYNGeneralServiceCoverageStatusCode,em:OBGYNGeneralServiceCoverageStatusCode,0,unbounded,,1
3.1,em,OBGYNType,em:OBGYNType,em,LaborDeliveryServiceCoverageStatusCode,em:LaborDeliveryServiceCoverageStatusCode,0,unbounded,,2
3.1,em,OBGYNType,em:OBGYNType,em,OBGYNServiceCoverageStatusCode,em:OBGYNServiceCoverageStatusCode,0,unbounded,,3
3.1,em,OBGYNType,em:OBGYNType,em,OBGYNAugmentationPoint,em:OBGYNAugmentationPoint,0,unbounded,,9999
3.1,it,ObligationAugmentationType,it:ObligationAugmentationType,it,PaymentMethodCategoryText,it:PaymentMethodCategoryText,0,unbounded,,10
3.1,it,ObligationAugmentationType,it:ObligationAugmentationType,it,ObligationGuarantee,it:ObligationGuarantee,0,unbounded,,266
3.1,it,ObligationAugmentationType,it:ObligationAugmentationType,it,DutyTaxPaymentMethod,it:DutyTaxPaymentMethod,0,unbounded,,276
3.1,j,ObligationComputationType,j:ObligationComputationType,j,ObligationComputationDate,j:ObligationComputationDate,0,unbounded,,10
3.1,j,ObligationComputationType,j:ObligationComputationType,nc,Obligation,nc:Obligation,0,unbounded,,10
3.1,j,ObligationComputationType,j:ObligationComputationType,j,PreparingOfficialNote,j:PreparingOfficialNote,0,unbounded,,10
3.1,j,ObligationComputationType,j:ObligationComputationType,j,ObligationComputationPaidAmount,j:ObligationComputationPaidAmount,0,unbounded,,10
3.1,j,ObligationComputationType,j:ObligationComputationType,j,ObligationComputationTotalAmount,j:ObligationComputationTotalAmount,0,unbounded,,10
3.1,j,ObligationComputationType,j:ObligationComputationType,j,ObligationComputationAugmentationPoint,j:ObligationComputationAugmentationPoint,0,unbounded,,9999
3.1,j,ObligationDueToOrganizationAssociationType,j:ObligationDueToOrganizationAssociationType,nc,Obligation,nc:Obligation,0,unbounded,,10
3.1,j,ObligationDueToOrganizationAssociationType,j:ObligationDueToOrganizationAssociationType,nc,Organization,nc:Organization,0,unbounded,,10
3.1,j,ObligationDueToOrganizationAssociationType,j:ObligationDueToOrganizationAssociationType,j,ObligationDueToOrganizationAssociationAugmentationPoint,j:ObligationDueToOrganizationAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,ObligationDueToPersonAssociationType,j:ObligationDueToPersonAssociationType,nc,Person,nc:Person,0,unbounded,,10
3.1,j,ObligationDueToPersonAssociationType,j:ObligationDueToPersonAssociationType,nc,Obligation,nc:Obligation,0,unbounded,,10
3.1,j,ObligationDueToPersonAssociationType,j:ObligationDueToPersonAssociationType,j,ObligationDueToPersonAssociationAugmentationPoint,j:ObligationDueToPersonAssociationAugmentationPoint,0,unbounded,,9999
3.1,nc,ObligationExemptionType,nc:ObligationExemptionType,nc,FinancialObligationExemptionAmount,nc:FinancialObligationExemptionAmount,0,unbounded,,10
3.1,nc,ObligationExemptionType,nc:ObligationExemptionType,nc,ObligationExemptionDescriptionText,nc:ObligationExemptionDescriptionText,0,unbounded,,20
3.1,nc,ObligationExemptionType,nc:ObligationExemptionType,nc,ObligationExemptionAugmentationPoint,nc:ObligationExemptionAugmentationPoint,0,unbounded,,9999
3.1,it,ObligationGuaranteeType,it:ObligationGuaranteeType,it,GuaranteeReferenceID,it:GuaranteeReferenceID,0,unbounded,,250
3.1,it,ObligationGuaranteeType,it:ObligationGuaranteeType,it,SecurityDetailsCodeText,it:SecurityDetailsCodeText,0,unbounded,,251
3.1,it,ObligationGuaranteeType,it:ObligationGuaranteeType,it,ObligationGuaranteeAugmentationPoint,it:ObligationGuaranteeAugmentationPoint,0,unbounded,,9999
3.1,j,ObligationOrganizationAssociationType,j:ObligationOrganizationAssociationType,nc,Obligation,nc:Obligation,0,unbounded,,890
3.1,j,ObligationOrganizationAssociationType,j:ObligationOrganizationAssociationType,nc,Organization,nc:Organization,0,unbounded,,900
3.1,j,ObligationOrganizationAssociationType,j:ObligationOrganizationAssociationType,j,ObligationOrganizationAssociationAugmentationPoint,j:ObligationOrganizationAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,ObligationPersonAssociationType,j:ObligationPersonAssociationType,nc,Obligation,nc:Obligation,0,unbounded,,870
3.1,j,ObligationPersonAssociationType,j:ObligationPersonAssociationType,nc,Person,nc:Person,0,unbounded,,880
3.1,j,ObligationPersonAssociationType,j:ObligationPersonAssociationType,j,ObligationPersonAssociationAugmentationPoint,j:ObligationPersonAssociationAugmentationPoint,0,unbounded,,9999
3.1,nc,ObligationRecurrenceType,nc:ObligationRecurrenceType,nc,ObligationPeriodText,nc:ObligationPeriodText,0,unbounded,,40
3.1,nc,ObligationRecurrenceType,nc:ObligationRecurrenceType,nc,ObligationDateRange,nc:ObligationDateRange,0,unbounded,,50
3.1,nc,ObligationRecurrenceType,nc:ObligationRecurrenceType,nc,ObligationRecurrenceAugmentationPoint,nc:ObligationRecurrenceAugmentationPoint,0,unbounded,,9999
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationTotal,nc:ObligationTotal,0,unbounded,,3
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationDue,nc:ObligationDue,0,unbounded,,5
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationPaid,nc:ObligationPaid,0,unbounded,,8
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationCompleteIndicator,nc:ObligationCompleteIndicator,0,unbounded,,10
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationComplianceIndicator,nc:ObligationComplianceIndicator,0,unbounded,,20
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationDueDate,nc:ObligationDueDate,0,unbounded,,30
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationExemption,nc:ObligationExemption,0,unbounded,,50
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationExemptionIndicator,nc:ObligationExemptionIndicator,0,unbounded,,60
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationPaidDate,nc:ObligationPaidDate,0,unbounded,,70
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationProgressDescriptionText,nc:ObligationProgressDescriptionText,0,unbounded,,90
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationRequirementDescriptionText,nc:ObligationRequirementDescriptionText,0,unbounded,,110
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationCategoryText,nc:ObligationCategoryText,0,unbounded,,130
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationEntity,nc:ObligationEntity,0,unbounded,,132
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationRecipient,nc:ObligationRecipient,0,unbounded,,142
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationRecurrence,nc:ObligationRecurrence,0,unbounded,,200
3.1,nc,ObligationType,nc:ObligationType,nc,ObligationAugmentationPoint,nc:ObligationAugmentationPoint,0,unbounded,,9999
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectIDAbstract,mo:ObservedObjectIDAbstract,0,unbounded,,10
3.1,mo,ObservationType,mo:ObservationType,mo,ObservationTrackIDURI,mo:ObservationTrackIDURI,0,unbounded,,20
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectName,mo:ObservedObjectName,0,unbounded,,30
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectLocation,mo:ObservedObjectLocation,0,unbounded,,40
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectMotion,mo:ObservedObjectMotion,0,unbounded,,50
3.1,mo,ObservationType,mo:ObservationType,mo,ObservationDateTime,mo:ObservationDateTime,0,unbounded,,60
3.1,mo,ObservationType,mo:ObservationType,mo,ObservationOPEXCode,mo:ObservationOPEXCode,0,unbounded,,70
3.1,mo,ObservationType,mo:ObservationType,mo,ObservationEmergencyIndicator,mo:ObservationEmergencyIndicator,0,unbounded,,80
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectBattleDimensionAbstract,mo:ObservedObjectBattleDimensionAbstract,0,unbounded,,90
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectPlatformAbstract,mo:ObservedObjectPlatformAbstract,0,unbounded,,100
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectActivityAbstract,mo:ObservedObjectActivityAbstract,0,unbounded,,110
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectSpecificPlatformAbstract,mo:ObservedObjectSpecificPlatformAbstract,0,unbounded,,120
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectSymbolAbstract,mo:ObservedObjectSymbolAbstract,0,unbounded,,130
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectStandardIdentityCode,mo:ObservedObjectStandardIdentityCode,0,unbounded,,140
3.1,mo,ObservationType,mo:ObservationType,mo,ObservedObjectAllegianceCountryAbstract,mo:ObservedObjectAllegianceCountryAbstract,0,unbounded,,150
3.1,mo,ObservationType,mo:ObservationType,mo,ObservationAugmentationPoint,mo:ObservationAugmentationPoint,0,unbounded,,9999
3.1,mo,ObservedObjectLocationType,mo:ObservedObjectLocationType,mo,ObservedObject2DGeospatialCoordinate,mo:ObservedObject2DGeospatialCoordinate,0,unbounded,,10
3.1,mo,ObservedObjectLocationType,mo:ObservedObjectLocationType,mo,AltitudeMeasure,mo:AltitudeMeasure,0,unbounded,,20
3.1,mo,ObservedObjectLocationType,mo:ObservedObjectLocationType,mo,ElevationMeasure,mo:ElevationMeasure,0,unbounded,,30
3.1,mo,ObservedObjectLocationType,mo:ObservedObjectLocationType,mo,ObservedObjectLocationDerivationCode,mo:ObservedObjectLocationDerivationCode,0,unbounded,,40
3.1,mo,ObservedObjectLocationType,mo:ObservedObjectLocationType,mo,ObservedObjectLocationAugmentationPoint,mo:ObservedObjectLocationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseArrestAssociationType,j:OffenseArrestAssociationType,j,Offense,j:Offense,0,unbounded,,57
3.1,j,OffenseArrestAssociationType,j:OffenseArrestAssociationType,j,Arrest,j:Arrest,0,unbounded,,58
3.1,j,OffenseArrestAssociationType,j:OffenseArrestAssociationType,j,OffenseArrestAssociationAugmentationPoint,j:OffenseArrestAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseChargeAssociationType,j:OffenseChargeAssociationType,j,Offense,j:Offense,0,unbounded,,43
3.1,j,OffenseChargeAssociationType,j:OffenseChargeAssociationType,j,Charge,j:Charge,0,unbounded,,44
3.1,j,OffenseChargeAssociationType,j:OffenseChargeAssociationType,j,OffenseChargeAssociationAugmentationPoint,j:OffenseChargeAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseCitationAssociationType,j:OffenseCitationAssociationType,j,Offense,j:Offense,0,unbounded,,41
3.1,j,OffenseCitationAssociationType,j:OffenseCitationAssociationType,j,Citation,j:Citation,0,unbounded,,42
3.1,j,OffenseCitationAssociationType,j:OffenseCitationAssociationType,j,OffenseCitationAssociationAugmentationPoint,j:OffenseCitationAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseDispositionAssociationType,j:OffenseDispositionAssociationType,j,Offense,j:Offense,0,unbounded,,61
3.1,j,OffenseDispositionAssociationType,j:OffenseDispositionAssociationType,nc,Disposition,nc:Disposition,0,unbounded,,62
3.1,j,OffenseDispositionAssociationType,j:OffenseDispositionAssociationType,j,OffenseDispositionAssociationAugmentationPoint,j:OffenseDispositionAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseFactorType,j:OffenseFactorType,j,OffenseFactorDescriptionText,j:OffenseFactorDescriptionText,0,unbounded,,24
3.1,j,OffenseFactorType,j:OffenseFactorType,j,OffenseFactorKnownIndicator,j:OffenseFactorKnownIndicator,0,unbounded,,25
3.1,j,OffenseFactorType,j:OffenseFactorType,j,IncidentFactorSubCategoryText,j:IncidentFactorSubCategoryText,0,unbounded,,26
3.1,j,OffenseFactorType,j:OffenseFactorType,j,OffenseFactorDesignation,j:OffenseFactorDesignation,0,unbounded,,27
3.1,j,OffenseFactorType,j:OffenseFactorType,j,OffenseFactorAugmentationPoint,j:OffenseFactorAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseIncidentAssociationType,j:OffenseIncidentAssociationType,j,Offense,j:Offense,0,unbounded,,55
3.1,j,OffenseIncidentAssociationType,j:OffenseIncidentAssociationType,nc,Incident,nc:Incident,0,unbounded,,56
3.1,j,OffenseIncidentAssociationType,j:OffenseIncidentAssociationType,j,OffenseIncidentAssociationAugmentationPoint,j:OffenseIncidentAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseItemAssociationType,j:OffenseItemAssociationType,j,Offense,j:Offense,0,unbounded,,53
3.1,j,OffenseItemAssociationType,j:OffenseItemAssociationType,nc,Item,nc:Item,0,unbounded,,54
3.1,j,OffenseItemAssociationType,j:OffenseItemAssociationType,j,OffenseItemAssociationAugmentationPoint,j:OffenseItemAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseLocationAssociationType,j:OffenseLocationAssociationType,j,Offense,j:Offense,0,unbounded,,59
3.1,j,OffenseLocationAssociationType,j:OffenseLocationAssociationType,nc,Location,nc:Location,0,unbounded,,60
3.1,j,OffenseLocationAssociationType,j:OffenseLocationAssociationType,j,OffenseLocationAssociationAugmentationPoint,j:OffenseLocationAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseSubjectAssociationType,j:OffenseSubjectAssociationType,j,Offense,j:Offense,0,unbounded,,45
3.1,j,OffenseSubjectAssociationType,j:OffenseSubjectAssociationType,j,Subject,j:Subject,0,unbounded,,46
3.1,j,OffenseSubjectAssociationType,j:OffenseSubjectAssociationType,j,OffenseJuvenileIndicator,j:OffenseJuvenileIndicator,0,unbounded,,47
3.1,j,OffenseSubjectAssociationType,j:OffenseSubjectAssociationType,j,OffenseUnderInfluenceIndicator,j:OffenseUnderInfluenceIndicator,0,unbounded,,48
3.1,j,OffenseSubjectAssociationType,j:OffenseSubjectAssociationType,j,OffenseSubjectAssociationAugmentationPoint,j:OffenseSubjectAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseSummaryType,j:OffenseSummaryType,j,OffenseSummaryArrestQuantity,j:OffenseSummaryArrestQuantity,0,unbounded,,10
3.1,j,OffenseSummaryType,j:OffenseSummaryType,j,OffenseSummaryCategoryText,j:OffenseSummaryCategoryText,0,unbounded,,10
3.1,j,OffenseSummaryType,j:OffenseSummaryType,j,OffenseSummaryConvictionQuantity,j:OffenseSummaryConvictionQuantity,0,unbounded,,10
3.1,j,OffenseSummaryType,j:OffenseSummaryType,j,OffenseSummaryCategory,j:OffenseSummaryCategory,0,unbounded,,20
3.1,j,OffenseSummaryType,j:OffenseSummaryType,j,OffenseSummaryAugmentationPoint,j:OffenseSummaryAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseType,j:OffenseType,j,OffenseDesignation,j:OffenseDesignation,0,unbounded,,1
3.1,j,OffenseType,j:OffenseType,j,OffenseCategory,j:OffenseCategory,0,unbounded,,7
3.1,j,OffenseType,j:OffenseType,j,OffenseFactorBiasMotivation,j:OffenseFactorBiasMotivation,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffenseEvidenceHeldIndicator,j:OffenseEvidenceHeldIndicator,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffenseFactorBiasMotivationCause,j:OffenseFactorBiasMotivationCause,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,JuvenileOffenderIndicator,j:JuvenileOffenderIndicator,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffenseAlcoholDrugConnectedIndicator,j:OffenseAlcoholDrugConnectedIndicator,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffenseFactorBiasMotivationDescriptionText,j:OffenseFactorBiasMotivationDescriptionText,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,CriminalActivityCategory,j:CriminalActivityCategory,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffenseGamblingConnectedIndicator,j:OffenseGamblingConnectedIndicator,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffenseSentenceDate,j:OffenseSentenceDate,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,JuvenileAsAdultIndicator,j:JuvenileAsAdultIndicator,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffenseMOCrimeAndMotive,j:OffenseMOCrimeAndMotive,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffensePsychologicalPsychiatricConditionConnectedIndicator,j:OffensePsychologicalPsychiatricConditionConnectedIndicator,0,unbounded,,10
3.1,j,OffenseType,j:OffenseType,j,OffenseQualifier,j:OffenseQualifier,0,unbounded,,11
3.1,j,OffenseType,j:OffenseType,j,OffenseGangInvolvementIndicator,j:OffenseGangInvolvementIndicator,0,unbounded,,13
3.1,j,OffenseType,j:OffenseType,j,OffenseSeverityLevelText,j:OffenseSeverityLevelText,0,unbounded,,14
3.1,j,OffenseType,j:OffenseType,j,OffenseHomeInvasionIndicator,j:OffenseHomeInvasionIndicator,0,unbounded,,15
3.1,j,OffenseType,j:OffenseType,j,OffenseDomesticViolenceIndicator,j:OffenseDomesticViolenceIndicator,0,unbounded,,16
3.1,j,OffenseType,j:OffenseType,j,OffenseFamilyMemberIndicator,j:OffenseFamilyMemberIndicator,0,unbounded,,17
3.1,j,OffenseType,j:OffenseType,j,OffenseIdentityTheftIndicator,j:OffenseIdentityTheftIndicator,0,unbounded,,18
3.1,j,OffenseType,j:OffenseType,j,OffenseRacketeerInfluencedAndCorruptOrganizationsActIndicator,j:OffenseRacketeerInfluencedAndCorruptOrganizationsActIndicator,0,unbounded,,19
3.1,j,OffenseType,j:OffenseType,j,OffenseCargoTheftIndicator,j:OffenseCargoTheftIndicator,0,unbounded,,20
3.1,j,OffenseType,j:OffenseType,j,OffenseTerrorismIndicator,j:OffenseTerrorismIndicator,0,unbounded,,21
3.1,j,OffenseType,j:OffenseType,j,OffenseStructuresEnteredQuantity,j:OffenseStructuresEnteredQuantity,0,unbounded,,22
3.1,j,OffenseType,j:OffenseType,j,OffenseFactor,j:OffenseFactor,0,unbounded,,23
3.1,j,OffenseType,j:OffenseType,j,OffenseEntryPoint,j:OffenseEntryPoint,0,unbounded,,34
3.1,j,OffenseType,j:OffenseType,j,OffenseExitPoint,j:OffenseExitPoint,0,unbounded,,35
3.1,j,OffenseType,j:OffenseType,j,OffenseForce,j:OffenseForce,0,unbounded,,36
3.1,j,OffenseType,j:OffenseType,j,OffenseViolatedStatute,j:OffenseViolatedStatute,0,unbounded,,37
3.1,j,OffenseType,j:OffenseType,j,OffenseAttemptedIndicator,j:OffenseAttemptedIndicator,0,unbounded,,38
3.1,j,OffenseType,j:OffenseType,j,OffenseLevel,j:OffenseLevel,0,unbounded,,39
3.1,j,OffenseType,j:OffenseType,j,OffenseGangInvolvementCategory,j:OffenseGangInvolvementCategory,0,unbounded,,49
3.1,j,OffenseType,j:OffenseType,j,OffenseAugmentationPoint,j:OffenseAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseVictimAssociationType,j:OffenseVictimAssociationType,j,Offense,j:Offense,0,unbounded,,51
3.1,j,OffenseVictimAssociationType,j:OffenseVictimAssociationType,j,Victim,j:Victim,0,unbounded,,52
3.1,j,OffenseVictimAssociationType,j:OffenseVictimAssociationType,j,OffenseVictimAssociationAugmentationPoint,j:OffenseVictimAssociationAugmentationPoint,0,unbounded,,9999
3.1,j,OffenseWitnessAssociationType,j:OffenseWitnessAssociationType,j,Offense,j:Offense,0,unbounded,,49
3.1,j,OffenseWitnessAssociationType,j:OffenseWitnessAssociationType,j,Witness,j:Witness,0,unbounded,,50
3.1,j,OffenseWitnessAssociationType,j:OffenseWitnessAssociationType,j,OffenseWitnessAssociationAugmentationPoint,j:OffenseWitnessAssociationAugmentationPoint,0,unbounded,,9999
3.1,cbrn,OperatingScheduleType,cbrn:OperatingScheduleType,cbrn,ScheduleStartDateTime,cbrn:ScheduleStartDateTime,0,unbounded,,1
3.1,cbrn,OperatingScheduleType,cbrn:OperatingScheduleType,cbrn,ScheduleEndDateTime,cbrn:ScheduleEndDateTime,0,unbounded,,2
3.1,cbrn,OperatingScheduleType,cbrn:OperatingScheduleType,cbrn,ScheduleTimeZoneText,cbrn:ScheduleTimeZoneText,0,unbounded,,3
